-38	-37.7172	-36.8868	-35.5607	-33.8224	-31.7812	-29.5651	-27.3136	-25.168	-23.2632	-21.7188	-20.632	-20.071	-20.071	-20.632	-21.7188	-23.2632	-25.168	-27.3136	-29.5651	-31.7812	-33.8224	-35.5607	-36.8868	-37.7172	-38	-37.7172	-36.8868	-35.5607	-33.8224	-31.7812	-29.5651	-27.3136	-25.168	-23.2632	-21.7188	-20.632	-20.071	-20.071	-20.632	-21.7188	-23.2632	-25.168	-27.3136	-29.5651	-31.7812	-33.8224	-35.5607	-36.8868	-37.7172	-38	-37.7172	-36.8868	-35.5607	-33.8224	-31.7812	-29.5651	-27.3136	-25.168	-23.2632	-21.7188	-20.632	-20.071	-20.071	-20.632	-21.7188	-23.2632	-25.168	-27.3136	-29.5651	-31.7812	-33.8224	-35.5607	-36.8868	-37.7172	-38	-37.7172	-36.8868	-35.5607	-33.8224	-31.7812	-29.5651	-27.3136	-25.168	-23.2632	-21.7188	-20.632	-20.071	-20.071	-20.632	-21.7188	-23.2632	-25.168	-27.3136	-29.5651	-31.7812	-33.8224	-35.5607	-36.8868	-37.7172	-38	
-37.8406	-37.5578	-36.7273	-35.4013	-33.663	-31.6217	-29.4057	-27.1542	-25.0086	-23.1038	-21.5594	-20.4726	-19.9116	-19.9116	-20.4726	-21.5594	-23.1038	-25.0086	-27.1542	-29.4057	-31.6217	-33.663	-35.4013	-36.7273	-37.5578	-37.8406	-37.5578	-36.7273	-35.4013	-33.663	-31.6217	-29.4057	-27.1542	-25.0086	-23.1038	-21.5594	-20.4726	-19.9116	-19.9116	-20.4726	-21.5594	-23.1038	-25.0086	-27.1542	-29.4057	-31.6217	-33.663	-35.4013	-36.7273	-37.5578	-37.8406	-37.5578	-36.7273	-35.4013	-33.663	-31.6217	-29.4057	-27.1542	-25.0086	-23.1038	-21.5594	-20.4726	-19.9116	-19.9116	-20.4726	-21.5594	-23.1038	-25.0086	-27.1542	-29.4057	-31.6217	-33.663	-35.4013	-36.7273	-37.5578	-37.8406	-37.5578	-36.7273	-35.4013	-33.663	-31.6217	-29.4057	-27.1542	-25.0086	-23.1038	-21.5594	-20.4726	-19.9116	-19.9116	-20.4726	-21.5594	-23.1038	-25.0086	-27.1542	-29.4057	-31.6217	-33.663	-35.4013	-36.7273	-37.5578	-37.8406	
-37.368	-37.0852	-36.2547	-34.9287	-33.1904	-31.1491	-28.9331	-26.6816	-24.536	-22.6312	-21.0868	-20	-19.439	-19.439	-20	-21.0868	-22.6312	-24.536	-26.6816	-28.9331	-31.1491	-33.1904	-34.9287	-36.2547	-37.0852	-37.368	-37.0852	-36.2547	-34.9287	-33.1904	-31.1491	-28.9331	-26.6816	-24.536	-22.6312	-21.0868	-20	-19.439	-19.439	-20	-21.0868	-22.6312	-24.536	-26.6816	-28.9331	-31.1491	-33.1904	-34.9287	-36.2547	-37.0852	-37.368	-37.0852	-36.2547	-34.9287	-33.1904	-31.1491	-28.9331	-26.6816	-24.536	-22.6312	-21.0868	-20	-19.439	-19.439	-20	-21.0868	-22.6312	-24.536	-26.6816	-28.9331	-31.1491	-33.1904	-34.9287	-36.2547	-37.0852	-37.368	-37.0852	-36.2547	-34.9287	-33.1904	-31.1491	-28.9331	-26.6816	-24.536	-22.6312	-21.0868	-20	-19.439	-19.439	-20	-21.0868	-22.6312	-24.536	-26.6816	-28.9331	-31.1491	-33.1904	-34.9287	-36.2547	-37.0852	-37.368	
-36.599	-36.3162	-35.4857	-34.1597	-32.4214	-30.3801	-28.1641	-25.9125	-23.7669	-21.8621	-20.3178	-19.231	-18.6699	-18.6699	-19.231	-20.3178	-21.8621	-23.7669	-25.9125	-28.1641	-30.3801	-32.4214	-34.1597	-35.4857	-36.3162	-36.599	-36.3162	-35.4857	-34.1597	-32.4214	-30.3801	-28.1641	-25.9125	-23.7669	-21.8621	-20.3178	-19.231	-18.6699	-18.6699	-19.231	-20.3178	-21.8621	-23.7669	-25.9125	-28.1641	-30.3801	-32.4214	-34.1597	-35.4857	-36.3162	-36.599	-36.3162	-35.4857	-34.1597	-32.4214	-30.3801	-28.1641	-25.9125	-23.7669	-21.8621	-20.3178	-19.231	-18.6699	-18.6699	-19.231	-20.3178	-21.8621	-23.7669	-25.9125	-28.1641	-30.3801	-32.4214	-34.1597	-35.4857	-36.3162	-36.599	-36.3162	-35.4857	-34.1597	-32.4214	-30.3801	-28.1641	-25.9125	-23.7669	-21.8621	-20.3178	-19.231	-18.6699	-18.6699	-19.231	-20.3178	-21.8621	-23.7669	-25.9125	-28.1641	-30.3801	-32.4214	-34.1597	-35.4857	-36.3162	-36.599	
-35.5607	-35.278	-34.4475	-33.1214	-31.3832	-29.3419	-27.1258	-24.8743	-22.7287	-20.8239	-19.2796	-18.1927	-17.6317	-17.6317	-18.1927	-19.2796	-20.8239	-22.7287	-24.8743	-27.1258	-29.3419	-31.3832	-33.1214	-34.4475	-35.278	-35.5607	-35.278	-34.4475	-33.1214	-31.3832	-29.3419	-27.1258	-24.8743	-22.7287	-20.8239	-19.2796	-18.1927	-17.6317	-17.6317	-18.1927	-19.2796	-20.8239	-22.7287	-24.8743	-27.1258	-29.3419	-31.3832	-33.1214	-34.4475	-35.278	-35.5607	-35.278	-34.4475	-33.1214	-31.3832	-29.3419	-27.1258	-24.8743	-22.7287	-20.8239	-19.2796	-18.1927	-17.6317	-17.6317	-18.1927	-19.2796	-20.8239	-22.7287	-24.8743	-27.1258	-29.3419	-31.3832	-33.1214	-34.4475	-35.278	-35.5607	-35.278	-34.4475	-33.1214	-31.3832	-29.3419	-27.1258	-24.8743	-22.7287	-20.8239	-19.2796	-18.1927	-17.6317	-17.6317	-18.1927	-19.2796	-20.8239	-22.7287	-24.8743	-27.1258	-29.3419	-31.3832	-33.1214	-34.4475	-35.278	-35.5607	
-34.2901	-34.0073	-33.1768	-31.8508	-30.1125	-28.0712	-25.8552	-23.6036	-21.4581	-19.5533	-18.0089	-16.9221	-16.361	-16.361	-16.9221	-18.0089	-19.5533	-21.4581	-23.6036	-25.8552	-28.0712	-30.1125	-31.8508	-33.1768	-34.0073	-34.2901	-34.0073	-33.1768	-31.8508	-30.1125	-28.0712	-25.8552	-23.6036	-21.4581	-19.5533	-18.0089	-16.9221	-16.361	-16.361	-16.9221	-18.0089	-19.5533	-21.4581	-23.6036	-25.8552	-28.0712	-30.1125	-31.8508	-33.1768	-34.0073	-34.2901	-34.0073	-33.1768	-31.8508	-30.1125	-28.0712	-25.8552	-23.6036	-21.4581	-19.5533	-18.0089	-16.9221	-16.361	-16.361	-16.9221	-18.0089	-19.5533	-21.4581	-23.6036	-25.8552	-28.0712	-30.1125	-31.8508	-33.1768	-34.0073	-34.2901	-34.0073	-33.1768	-31.8508	-30.1125	-28.0712	-25.8552	-23.6036	-21.4581	-19.5533	-18.0089	-16.9221	-16.361	-16.361	-16.9221	-18.0089	-19.5533	-21.4581	-23.6036	-25.8552	-28.0712	-30.1125	-31.8508	-33.1768	-34.0073	-34.2901	
-32.832	-32.5493	-31.7188	-30.3927	-28.6545	-26.6132	-24.3971	-22.1456	-20	-18.0952	-16.5509	-15.464	-14.903	-14.903	-15.464	-16.5509	-18.0952	-20	-22.1456	-24.3971	-26.6132	-28.6545	-30.3927	-31.7188	-32.5493	-32.832	-32.5493	-31.7188	-30.3927	-28.6545	-26.6132	-24.3971	-22.1456	-20	-18.0952	-16.5509	-15.464	-14.903	-14.903	-15.464	-16.5509	-18.0952	-20	-22.1456	-24.3971	-26.6132	-28.6545	-30.3927	-31.7188	-32.5493	-32.832	-32.5493	-31.7188	-30.3927	-28.6545	-26.6132	-24.3971	-22.1456	-20	-18.0952	-16.5509	-15.464	-14.903	-14.903	-15.464	-16.5509	-18.0952	-20	-22.1456	-24.3971	-26.6132	-28.6545	-30.3927	-31.7188	-32.5493	-32.832	-32.5493	-31.7188	-30.3927	-28.6545	-26.6132	-24.3971	-22.1456	-20	-18.0952	-16.5509	-15.464	-14.903	-14.903	-15.464	-16.5509	-18.0952	-20	-22.1456	-24.3971	-26.6132	-28.6545	-30.3927	-31.7188	-32.5493	-32.832	
-31.2382	-30.9555	-30.125	-28.7989	-27.0607	-25.0194	-22.8033	-20.5518	-18.4062	-16.5014	-14.9571	-13.8702	-13.3092	-13.3092	-13.8702	-14.9571	-16.5014	-18.4062	-20.5518	-22.8033	-25.0194	-27.0607	-28.7989	-30.125	-30.9555	-31.2382	-30.9555	-30.125	-28.7989	-27.0607	-25.0194	-22.8033	-20.5518	-18.4062	-16.5014	-14.9571	-13.8702	-13.3092	-13.3092	-13.8702	-14.9571	-16.5014	-18.4062	-20.5518	-22.8033	-25.0194	-27.0607	-28.7989	-30.125	-30.9555	-31.2382	-30.9555	-30.125	-28.7989	-27.0607	-25.0194	-22.8033	-20.5518	-18.4062	-16.5014	-14.9571	-13.8702	-13.3092	-13.3092	-13.8702	-14.9571	-16.5014	-18.4062	-20.5518	-22.8033	-25.0194	-27.0607	-28.7989	-30.125	-30.9555	-31.2382	-30.9555	-30.125	-28.7989	-27.0607	-25.0194	-22.8033	-20.5518	-18.4062	-16.5014	-14.9571	-13.8702	-13.3092	-13.3092	-13.8702	-14.9571	-16.5014	-18.4062	-20.5518	-22.8033	-25.0194	-27.0607	-28.7989	-30.125	-30.9555	-31.2382	
-29.5651	-29.2824	-28.4519	-27.1258	-25.3876	-23.3463	-21.1302	-18.8787	-16.7331	-14.8283	-13.284	-12.1971	-11.6361	-11.6361	-12.1971	-13.284	-14.8283	-16.7331	-18.8787	-21.1302	-23.3463	-25.3876	-27.1258	-28.4519	-29.2824	-29.5651	-29.2824	-28.4519	-27.1258	-25.3876	-23.3463	-21.1302	-18.8787	-16.7331	-14.8283	-13.284	-12.1971	-11.6361	-11.6361	-12.1971	-13.284	-14.8283	-16.7331	-18.8787	-21.1302	-23.3463	-25.3876	-27.1258	-28.4519	-29.2824	-29.5651	-29.2824	-28.4519	-27.1258	-25.3876	-23.3463	-21.1302	-18.8787	-16.7331	-14.8283	-13.284	-12.1971	-11.6361	-11.6361	-12.1971	-13.284	-14.8283	-16.7331	-18.8787	-21.1302	-23.3463	-25.3876	-27.1258	-28.4519	-29.2824	-29.5651	-29.2824	-28.4519	-27.1258	-25.3876	-23.3463	-21.1302	-18.8787	-16.7331	-14.8283	-13.284	-12.1971	-11.6361	-11.6361	-12.1971	-13.284	-14.8283	-16.7331	-18.8787	-21.1302	-23.3463	-25.3876	-27.1258	-28.4519	-29.2824	-29.5651	
-27.872	-27.5892	-26.7588	-25.4327	-23.6944	-21.6532	-19.4371	-17.1856	-15.04	-13.1352	-11.5908	-10.504	-9.94297	-9.94297	-10.504	-11.5908	-13.1352	-15.04	-17.1856	-19.4371	-21.6532	-23.6944	-25.4327	-26.7588	-27.5892	-27.872	-27.5892	-26.7588	-25.4327	-23.6944	-21.6532	-19.4371	-17.1856	-15.04	-13.1352	-11.5908	-10.504	-9.94297	-9.94297	-10.504	-11.5908	-13.1352	-15.04	-17.1856	-19.4371	-21.6532	-23.6944	-25.4327	-26.7588	-27.5892	-27.872	-27.5892	-26.7588	-25.4327	-23.6944	-21.6532	-19.4371	-17.1856	-15.04	-13.1352	-11.5908	-10.504	-9.94297	-9.94297	-10.504	-11.5908	-13.1352	-15.04	-17.1856	-19.4371	-21.6532	-23.6944	-25.4327	-26.7588	-27.5892	-27.872	-27.5892	-26.7588	-25.4327	-23.6944	-21.6532	-19.4371	-17.1856	-15.04	-13.1352	-11.5908	-10.504	-9.94297	-9.94297	-10.504	-11.5908	-13.1352	-15.04	-17.1856	-19.4371	-21.6532	-23.6944	-25.4327	-26.7588	-27.5892	-27.872	
