-26.2188	-25.9361	-25.1056	-23.7796	-22.0413	-20	-17.784	-15.5324	-13.3868	-11.482	-9.93769	-8.85086	-8.28981	-8.28981	-8.85086	-9.93769	-11.482	-13.3868	-15.5324	-17.784	-20	-22.0413	-23.7796	-25.1056	-25.9361	-26.2188	-25.9361	-25.1056	-23.7796	-22.0413	-20	-17.784	-15.5324	-13.3868	-11.482	-9.93769	-8.85086	-8.28981	-8.28981	-8.85086	-9.93769	-11.482	-13.3868	-15.5324	-17.784	-20	-22.0413	-23.7796	-25.1056	-25.9361	-26.2188	-25.9361	-25.1056	-23.7796	-22.0413	-20	-17.784	-15.5324	-13.3868	-11.482	-9.93769	-8.85086	-8.28981	-8.28981	-8.85086	-9.93769	-11.482	-13.3868	-15.5324	-17.784	-20	-22.0413	-23.7796	-25.1056	-25.9361	-26.2188	-25.9361	-25.1056	-23.7796	-22.0413	-20	-17.784	-15.5324	-13.3868	-11.482	-9.93769	-8.85086	-8.28981	-8.28981	-8.85086	-9.93769	-11.482	-13.3868	-15.5324	-17.784	-20	-22.0413	-23.7796	-25.1056	-25.9361	-26.2188	
-24.6642	-24.3815	-23.551	-22.2249	-20.4867	-18.4454	-16.2293	-13.9778	-11.8322	-9.9274	-8.38306	-7.29623	-6.73518	-6.73518	-7.29623	-8.38306	-9.9274	-11.8322	-13.9778	-16.2293	-18.4454	-20.4867	-22.2249	-23.551	-24.3815	-24.6642	-24.3815	-23.551	-22.2249	-20.4867	-18.4454	-16.2293	-13.9778	-11.8322	-9.9274	-8.38306	-7.29623	-6.73518	-6.73518	-7.29623	-8.38306	-9.9274	-11.8322	-13.9778	-16.2293	-18.4454	-20.4867	-22.2249	-23.551	-24.3815	-24.6642	-24.3815	-23.551	-22.2249	-20.4867	-18.4454	-16.2293	-13.9778	-11.8322	-9.9274	-8.38306	-7.29623	-6.73518	-6.73518	-7.29623	-8.38306	-9.9274	-11.8322	-13.9778	-16.2293	-18.4454	-20.4867	-22.2249	-23.551	-24.3815	-24.6642	-24.3815	-23.551	-22.2249	-20.4867	-18.4454	-16.2293	-13.9778	-11.8322	-9.9274	-8.38306	-7.29623	-6.73518	-6.73518	-7.29623	-8.38306	-9.9274	-11.8322	-13.9778	-16.2293	-18.4454	-20.4867	-22.2249	-23.551	-24.3815	-24.6642	
-23.2632	-22.9804	-22.1499	-20.8239	-19.0856	-17.0443	-14.8283	-12.5768	-10.4312	-8.52637	-6.98203	-5.8952	-5.33415	-5.33415	-5.8952	-6.98203	-8.52637	-10.4312	-12.5768	-14.8283	-17.0443	-19.0856	-20.8239	-22.1499	-22.9804	-23.2632	-22.9804	-22.1499	-20.8239	-19.0856	-17.0443	-14.8283	-12.5768	-10.4312	-8.52637	-6.98203	-5.8952	-5.33415	-5.33415	-5.8952	-6.98203	-8.52637	-10.4312	-12.5768	-14.8283	-17.0443	-19.0856	-20.8239	-22.1499	-22.9804	-23.2632	-22.9804	-22.1499	-20.8239	-19.0856	-17.0443	-14.8283	-12.5768	-10.4312	-8.52637	-6.98203	-5.8952	-5.33415	-5.33415	-5.8952	-6.98203	-8.52637	-10.4312	-12.5768	-14.8283	-17.0443	-19.0856	-20.8239	-22.1499	-22.9804	-23.2632	-22.9804	-22.1499	-20.8239	-19.0856	-17.0443	-14.8283	-12.5768	-10.4312	-8.52637	-6.98203	-5.8952	-5.33415	-5.33415	-5.8952	-6.98203	-8.52637	-10.4312	-12.5768	-14.8283	-17.0443	-19.0856	-20.8239	-22.1499	-22.9804	-23.2632	
-22.0654	-21.7826	-20.9521	-19.6261	-17.8878	-15.8465	-13.6305	-11.3789	-9.23337	-7.32856	-5.78423	-4.69739	-4.13635	-4.13635	-4.69739	-5.78423	-7.32856	-9.23337	-11.3789	-13.6305	-15.8465	-17.8878	-19.6261	-20.9521	-21.7826	-22.0654	-21.7826	-20.9521	-19.6261	-17.8878	-15.8465	-13.6305	-11.3789	-9.23337	-7.32856	-5.78423	-4.69739	-4.13635	-4.13635	-4.69739	-5.78423	-7.32856	-9.23337	-11.3789	-13.6305	-15.8465	-17.8878	-19.6261	-20.9521	-21.7826	-22.0654	-21.7826	-20.9521	-19.6261	-17.8878	-15.8465	-13.6305	-11.3789	-9.23337	-7.32856	-5.78423	-4.69739	-4.13635	-4.13635	-4.69739	-5.78423	-7.32856	-9.23337	-11.3789	-13.6305	-15.8465	-17.8878	-19.6261	-20.9521	-21.7826	-22.0654	-21.7826	-20.9521	-19.6261	-17.8878	-15.8465	-13.6305	-11.3789	-9.23337	-7.32856	-5.78423	-4.69739	-4.13635	-4.13635	-4.69739	-5.78423	-7.32856	-9.23337	-11.3789	-13.6305	-15.8465	-17.8878	-19.6261	-20.9521	-21.7826	-22.0654	
-21.1132	-20.8305	-20	-18.674	-16.9357	-14.8944	-12.6784	-10.4268	-8.28123	-6.37642	-4.83209	-3.74525	-3.18421	-3.18421	-3.74525	-4.83209	-6.37642	-8.28123	-10.4268	-12.6784	-14.8944	-16.9357	-18.674	-20	-20.8305	-21.1132	-20.8305	-20	-18.674	-16.9357	-14.8944	-12.6784	-10.4268	-8.28123	-6.37642	-4.83209	-3.74525	-3.18421	-3.18421	-3.74525	-4.83209	-6.37642	-8.28123	-10.4268	-12.6784	-14.8944	-16.9357	-18.674	-20	-20.8305	-21.1132	-20.8305	-20	-18.674	-16.9357	-14.8944	-12.6784	-10.4268	-8.28123	-6.37642	-4.83209	-3.74525	-3.18421	-3.18421	-3.74525	-4.83209	-6.37642	-8.28123	-10.4268	-12.6784	-14.8944	-16.9357	-18.674	-20	-20.8305	-21.1132	-20.8305	-20	-18.674	-16.9357	-14.8944	-12.6784	-10.4268	-8.28123	-6.37642	-4.83209	-3.74525	-3.18421	-3.18421	-3.74525	-4.83209	-6.37642	-8.28123	-10.4268	-12.6784	-14.8944	-16.9357	-18.674	-20	-20.8305	-21.1132	
-20.4405	-20.1577	-19.3273	-18.0012	-16.2629	-14.2216	-12.0056	-9.75406	-7.60848	-5.70368	-4.15934	-3.0725	-2.51146	-2.51146	-3.0725	-4.15934	-5.70368	-7.60848	-9.75406	-12.0056	-14.2216	-16.2629	-18.0012	-19.3273	-20.1577	-20.4405	-20.1577	-19.3273	-18.0012	-16.2629	-14.2216	-12.0056	-9.75406	-7.60848	-5.70368	-4.15934	-3.0725	-2.51146	-2.51146	-3.0725	-4.15934	-5.70368	-7.60848	-9.75406	-12.0056	-14.2216	-16.2629	-18.0012	-19.3273	-20.1577	-20.4405	-20.1577	-19.3273	-18.0012	-16.2629	-14.2216	-12.0056	-9.75406	-7.60848	-5.70368	-4.15934	-3.0725	-2.51146	-2.51146	-3.0725	-4.15934	-5.70368	-7.60848	-9.75406	-12.0056	-14.2216	-16.2629	-18.0012	-19.3273	-20.1577	-20.4405	-20.1577	-19.3273	-18.0012	-16.2629	-14.2216	-12.0056	-9.75406	-7.60848	-5.70368	-4.15934	-3.0725	-2.51146	-2.51146	-3.0725	-4.15934	-5.70368	-7.60848	-9.75406	-12.0056	-14.2216	-16.2629	-18.0012	-19.3273	-20.1577	-20.4405	
-20.071	-19.7882	-18.9577	-17.6317	-15.8934	-13.8521	-11.6361	-9.38454	-7.23895	-5.33415	-3.78981	-2.70298	-2.14194	-2.14194	-2.70298	-3.78981	-5.33415	-7.23895	-9.38454	-11.6361	-13.8521	-15.8934	-17.6317	-18.9577	-19.7882	-20.071	-19.7882	-18.9577	-17.6317	-15.8934	-13.8521	-11.6361	-9.38454	-7.23895	-5.33415	-3.78981	-2.70298	-2.14194	-2.14194	-2.70298	-3.78981	-5.33415	-7.23895	-9.38454	-11.6361	-13.8521	-15.8934	-17.6317	-18.9577	-19.7882	-20.071	-19.7882	-18.9577	-17.6317	-15.8934	-13.8521	-11.6361	-9.38454	-7.23895	-5.33415	-3.78981	-2.70298	-2.14194	-2.14194	-2.70298	-3.78981	-5.33415	-7.23895	-9.38454	-11.6361	-13.8521	-15.8934	-17.6317	-18.9577	-19.7882	-20.071	-19.7882	-18.9577	-17.6317	-15.8934	-13.8521	-11.6361	-9.38454	-7.23895	-5.33415	-3.78981	-2.70298	-2.14194	-2.14194	-2.70298	-3.78981	-5.33415	-7.23895	-9.38454	-11.6361	-13.8521	-15.8934	-17.6317	-18.9577	-19.7882	-20.071	
-20.0178	-19.735	-18.9045	-17.5785	-15.8402	-13.7989	-11.5829	-9.33133	-7.18575	-5.28094	-3.73661	-2.64977	-2.08873	-2.08873	-2.64977	-3.73661	-5.28094	-7.18575	-9.33133	-11.5829	-13.7989	-15.8402	-17.5785	-18.9045	-19.735	-20.0178	-19.735	-18.9045	-17.5785	-15.8402	-13.7989	-11.5829	-9.33133	-7.18575	-5.28094	-3.73661	-2.64977	-2.08873	-2.08873	-2.64977	-3.73661	-5.28094	-7.18575	-9.33133	-11.5829	-13.7989	-15.8402	-17.5785	-18.9045	-19.735	-20.0178	-19.735	-18.9045	-17.5785	-15.8402	-13.7989	-11.5829	-9.33133	-7.18575	-5.28094	-3.73661	-2.64977	-2.08873	-2.08873	-2.64977	-3.73661	-5.28094	-7.18575	-9.33133	-11.5829	-13.7989	-15.8402	-17.5785	-18.9045	-19.735	-20.0178	-19.735	-18.9045	-17.5785	-15.8402	-13.7989	-11.5829	-9.33133	-7.18575	-5.28094	-3.73661	-2.64977	-2.08873	-2.08873	-2.64977	-3.73661	-5.28094	-7.18575	-9.33133	-11.5829	-13.7989	-15.8402	-17.5785	-18.9045	-19.735	-20.0178	
-20.2828	-20	-19.1695	-17.8435	-16.1052	-14.0639	-11.8479	-9.59632	-7.45074	-5.54594	-4.0016	-2.91476	-2.35372	-2.35372	-2.91476	-4.0016	-5.54594	-7.45074	-9.59632	-11.8479	-14.0639	-16.1052	-17.8435	-19.1695	-20	-20.2828	-20	-19.1695	-17.8435	-16.1052	-14.0639	-11.8479	-9.59632	-7.45074	-5.54594	-4.0016	-2.91476	-2.35372	-2.35372	-2.91476	-4.0016	-5.54594	-7.45074	-9.59632	-11.8479	-14.0639	-16.1052	-17.8435	-19.1695	-20	-20.2828	-20	-19.1695	-17.8435	-16.1052	-14.0639	-11.8479	-9.59632	-7.45074	-5.54594	-4.0016	-2.91476	-2.35372	-2.35372	-2.91476	-4.0016	-5.54594	-7.45074	-9.59632	-11.8479	-14.0639	-16.1052	-17.8435	-19.1695	-20	-20.2828	-20	-19.1695	-17.8435	-16.1052	-14.0639	-11.8479	-9.59632	-7.45074	-5.54594	-4.0016	-2.91476	-2.35372	-2.35372	-2.91476	-4.0016	-5.54594	-7.45074	-9.59632	-11.8479	-14.0639	-16.1052	-17.8435	-19.1695	-20	-20.2828	
-20.8566	-20.5738	-19.7433	-18.4173	-16.679	-14.6377	-12.4217	-10.1701	-8.02454	-6.11974	-4.5754	-3.48857	-2.92752	-2.92752	-3.48857	-4.5754	-6.11974	-8.02454	-10.1701	-12.4217	-14.6377	-16.679	-18.4173	-19.7433	-20.5738	-20.8566	-20.5738	-19.7433	-18.4173	-16.679	-14.6377	-12.4217	-10.1701	-8.02454	-6.11974	-4.5754	-3.48857	-2.92752	-2.92752	-3.48857	-4.5754	-6.11974	-8.02454	-10.1701	-12.4217	-14.6377	-16.679	-18.4173	-19.7433	-20.5738	-20.8566	-20.5738	-19.7433	-18.4173	-16.679	-14.6377	-12.4217	-10.1701	-8.02454	-6.11974	-4.5754	-3.48857	-2.92752	-2.92752	-3.48857	-4.5754	-6.11974	-8.02454	-10.1701	-12.4217	-14.6377	-16.679	-18.4173	-19.7433	-20.5738	-20.8566	-20.5738	-19.7433	-18.4173	-16.679	-14.6377	-12.4217	-10.1701	-8.02454	-6.11974	-4.5754	-3.48857	-2.92752	-2.92752	-3.48857	-4.5754	-6.11974	-8.02454	-10.1701	-12.4217	-14.6377	-16.679	-18.4173	-19.7433	-20.5738	-20.8566	
-21.7188	-21.4361	-20.6056	-19.2796	-17.5413	-15.5	-13.284	-11.0324	-8.88683	-6.98203	-5.43769	-4.35086	-3.78981	-3.78981	-4.35086	-5.43769	-6.98203	-8.88683	-11.0324	-13.284	-15.5	-17.5413	-19.2796	-20.6056	-21.4361	-21.7188	-21.4361	-20.6056	-19.2796	-17.5413	-15.5	-13.284	-11.0324	-8.88683	-6.98203	-5.43769	-4.35086	-3.78981	-3.78981	-4.35086	-5.43769	-6.98203	-8.88683	-11.0324	-13.284	-15.5	-17.5413	-19.2796	-20.6056	-21.4361	-21.7188	-21.4361	-20.6056	-19.2796	-17.5413	-15.5	-13.284	-11.0324	-8.88683	-6.98203	-5.43769	-4.35086	-3.78981	-3.78981	-4.35086	-5.43769	-6.98203	-8.88683	-11.0324	-13.284	-15.5	-17.5413	-19.2796	-20.6056	-21.4361	-21.7188	-21.4361	-20.6056	-19.2796	-17.5413	-15.5	-13.284	-11.0324	-8.88683	-6.98203	-5.43769	-4.35086	-3.78981	-3.78981	-4.35086	-5.43769	-6.98203	-8.88683	-11.0324	-13.284	-15.5	-17.5413	-19.2796	-20.6056	-21.4361	-21.7188	
-22.8391	-22.5563	-21.7258	-20.3998	-18.6615	-16.6202	-14.4042	-12.1526	-10.0071	-8.10226	-6.55792	-5.47109	-4.91004	-4.91004	-5.47109	-6.55792	-8.10226	-10.0071	-12.1526	-14.4042	-16.6202	-18.6615	-20.3998	-21.7258	-22.5563	-22.8391	-22.5563	-21.7258	-20.3998	-18.6615	-16.6202	-14.4042	-12.1526	-10.0071	-8.10226	-6.55792	-5.47109	-4.91004	-4.91004	-5.47109	-6.55792	-8.10226	-10.0071	-12.1526	-14.4042	-16.6202	-18.6615	-20.3998	-21.7258	-22.5563	-22.8391	-22.5563	-21.7258	-20.3998	-18.6615	-16.6202	-14.4042	-12.1526	-10.0071	-8.10226	-6.55792	-5.47109	-4.91004	-4.91004	-5.47109	-6.55792	-8.10226	-10.0071	-12.1526	-14.4042	-16.6202	-18.6615	-20.3998	-21.7258	-22.5563	-22.8391	-22.5563	-21.7258	-20.3998	-18.6615	-16.6202	-14.4042	-12.1526	-10.0071	-8.10226	-6.55792	-5.47109	-4.91004	-4.91004	-5.47109	-6.55792	-8.10226	-10.0071	-12.1526	-14.4042	-16.6202	-18.6615	-20.3998	-21.7258	-22.5563	-22.8391	
-24.1776	-23.8948	-23.0643	-21.7383	-20	-17.9587	-15.7427	-13.4911	-11.3455	-9.44074	-7.89641	-6.80957	-6.24853	-6.24853	-6.80957	-7.89641	-9.44074	-11.3455	-13.4911	-15.7427	-17.9587	-20	-21.7383	-23.0643	-23.8948	-24.1776	-23.8948	-23.0643	-21.7383	-20	-17.9587	-15.7427	-13.4911	-11.3455	-9.44074	-7.89641	-6.80957	-6.24853	-6.24853	-6.80957	-7.89641	-9.44074	-11.3455	-13.4911	-15.7427	-17.9587	-20	-21.7383	-23.0643	-23.8948	-24.1776	-23.8948	-23.0643	-21.7383	-20	-17.9587	-15.7427	-13.4911	-11.3455	-9.44074	-7.89641	-6.80957	-6.24853	-6.24853	-6.80957	-7.89641	-9.44074	-11.3455	-13.4911	-15.7427	-17.9587	-20	-21.7383	-23.0643	-23.8948	-24.1776	-23.8948	-23.0643	-21.7383	-20	-17.9587	-15.7427	-13.4911	-11.3455	-9.44074	-7.89641	-6.80957	-6.24853	-6.24853	-6.80957	-7.89641	-9.44074	-11.3455	-13.4911	-15.7427	-17.9587	-20	-21.7383	-23.0643	-23.8948	-24.1776	
