../results/qa194_shuffle-000-01.csv,../results/qa194_shuffle-000-02.csv,avg
4508.266856000016,4494.400208000015,4501.333532000015
4508.266856000016,4494.400208000015,4501.333532000015
4508.266856000016,4494.400208000015,4501.333532000015
4504.066856000016,4494.400208000015,4499.233532000015
4504.066856000016,4494.400208000015,4499.233532000015
4504.066856000016,4494.400208000015,4499.233532000015
4504.066856000016,4491.511320000014,4497.789088000015
4494.800176000015,4491.511320000014,4493.155748000015
4483.977960000015,4479.355752000014,4481.666856000014
4483.977960000015,4479.355752000014,4481.666856000014
4483.977960000015,4479.355752000014,4481.666856000014
4483.977960000015,4479.355752000014,4481.666856000014
4483.977960000015,4479.355752000014,4481.666856000014
4474.911280000016,4479.355752000014,4477.133516000014
4474.911280000016,4479.355752000014,4477.133516000014
4474.911280000016,4479.355752000014,4477.133516000014
4474.911280000016,4475.711304000015,4475.311292000015
4474.911280000016,4475.711304000015,4475.311292000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4474.644624000014,4474.777952000015
4474.911280000016,4458.333512000015,4466.622396000015
4474.911280000016,4458.333512000015,4466.622396000015
4474.911280000016,4458.333512000015,4466.622396000015
4474.911280000016,4458.333512000015,4466.622396000015
4474.911280000016,4458.333512000015,4466.622396000015
4474.911280000016,4458.333512000015,4466.622396000015
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4458.333512000015,4465.4668400000155
4472.600168000015,4444.155728000013,4458.377948000014
4472.600168000015,4444.155728000013,4458.377948000014
4472.600168000015,4444.155728000013,4458.377948000014
4472.600168000015,4444.155728000013,4458.377948000014
4472.600168000015,4444.155728000013,4458.377948000014
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4472.600168000015,4443.955728000014,4458.2779480000145
4469.4668480000155,4443.955728000014,4456.711288000015
4469.4668480000155,4443.955728000014,4456.711288000015
4469.4668480000155,4443.955728000014,4456.711288000015
4469.4668480000155,4443.955728000014,4456.711288000015
4469.4668480000155,4443.955728000014,4456.711288000015
4469.4668480000155,4442.1779760000145,4455.822412000015
4469.4668480000155,4442.1779760000145,4455.822412000015
4469.4668480000155,4442.1779760000145,4455.822412000015
4469.4668480000155,4442.1779760000145,4455.822412000015
4469.4668480000155,4442.1779760000145,4455.822412000015
4460.022424000016,4442.1779760000145,4451.100200000015
4460.022424000016,4442.1779760000145,4451.100200000015
4460.022424000016,4442.1779760000145,4451.100200000015
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4460.022424000016,4435.600208000014,4447.811316000016
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4451.222440000016,4435.600208000014,4443.411324000015
4443.422448000016,4435.600208000014,4439.511328000015
4443.422448000016,4435.600208000014,4439.511328000015
4443.422448000016,4435.600208000014,4439.511328000015
4443.422448000016,4435.600208000014,4439.511328000015
4443.422448000016,4435.600208000014,4439.511328000015
4443.422448000016,4429.044632000014,4436.233540000015
4443.422448000016,4429.044632000014,4436.233540000015
4443.422448000016,4429.044632000014,4436.233540000015
4443.422448000016,4429.044632000014,4436.233540000015
4443.422448000016,4429.044632000014,4436.233540000015
4440.378000000014,4429.044632000014,4434.7113160000135
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.511352000013,4429.044632000014,4428.277992000014
4427.378008000014,4429.044632000014,4428.211320000014
4427.378008000014,4429.044632000014,4428.211320000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4429.044632000014,4424.589096000014
4420.133560000015,4402.9557440000135,4411.544652000014
4420.133560000015,4402.9557440000135,4411.544652000014
4420.133560000015,4402.9557440000135,4411.544652000014
4420.133560000015,4402.9557440000135,4411.544652000014
4420.133560000015,4382.355752000012,4401.2446560000135
4420.133560000015,4382.355752000012,4401.2446560000135
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4420.133560000015,4379.466856000013,4399.800208000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4379.466856000013,4399.444648000013
4419.422440000015,4368.933520000013,4394.177980000014
4419.422440000015,4368.933520000013,4394.177980000014
4419.422440000015,4368.933520000013,4394.177980000014
4419.422440000015,4368.933520000013,4394.177980000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4419.422440000015,4363.866872000013,4391.644656000014
4402.089112000013,4363.866872000013,4382.977992000013
4402.089112000013,4363.866872000013,4382.977992000013
4402.089112000013,4363.866872000013,4382.977992000013
4402.089112000013,4363.866872000013,4382.977992000013
4402.089112000013,4363.866872000013,4382.977992000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4363.555760000012,4382.822436000013
4402.089112000013,4352.311304000012,4377.200208000013
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4401.711336000013,4352.311304000012,4377.011320000012
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4352.311304000012,4374.2779960000125
4396.244688000013,4351.955752000012,4374.100220000013
4392.866912000013,4351.955752000012,4372.411332000012
4392.866912000013,4351.955752000012,4372.411332000012
4392.866912000013,4351.955752000012,4372.411332000012
4392.866912000013,4351.955752000012,4372.411332000012
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4346.466880000012,4369.6668960000125
4392.866912000013,4332.333552000013,4362.600232000013
4392.866912000013,4332.333552000013,4362.600232000013
4392.866912000013,4332.333552000013,4362.600232000013
4392.866912000013,4332.333552000013,4362.600232000013
4376.311368000013,4332.333552000013,4354.322460000013
4371.378032000011,4332.333552000013,4351.855792000012
4371.378032000011,4332.333552000013,4351.855792000012
4371.378032000011,4329.311320000014,4350.344676000013
4371.378032000011,4329.311320000014,4350.344676000013
4371.378032000011,4329.311320000014,4350.344676000013
4371.378032000011,4329.311320000014,4350.344676000013
4371.378032000011,4329.311320000014,4350.344676000013
4371.378032000011,4329.311320000014,4350.344676000013
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
4358.155808000013,4329.311320000014,4343.733564000014
