../results/qa194_reverse-2-01.csv,../results/qa194_reverse-2-02.csv,avg
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3989.8224560000144,4019.2447000000143
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.822456000015,4015.2447000000147
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4048.666944000014,3981.4891200000143,4015.078032000014
4034.889160000014,3981.4891200000143,4008.189140000014
4034.889160000014,3981.4891200000143,4008.189140000014
4034.889160000014,3981.4891200000143,4008.189140000014
4034.889160000014,3981.4891200000143,4008.189140000014
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
4024.8891520000134,3981.4891200000143,4003.1891360000136
