../results/qa194_exp_rank_swap-01.csv,../results/qa194_exp_rank_swap-02.csv,avg
4748.400288000015,4765.644704000014,4757.022496000014
4715.7114080000165,4761.578040000015,4738.644724000016
4715.7114080000165,4761.578040000015,4738.644724000016
4715.7114080000165,4761.578040000015,4738.644724000016
4715.7114080000165,4747.0447120000135,4731.3780600000155
4715.7114080000165,4747.0447120000135,4731.3780600000155
4715.7114080000165,4747.0447120000135,4731.3780600000155
4713.778072000017,4734.644712000014,4724.211392000016
4704.222504000017,4734.0447120000135,4719.133608000015
4704.222504000017,4734.0447120000135,4719.133608000015
4704.222504000017,4732.044728000015,4718.1336160000155
4701.155856000017,4732.044728000015,4716.6002920000155
4701.155856000017,4729.778056000016,4715.466956000017
4701.155856000017,4729.778056000016,4715.466956000017
4695.7114080000165,4729.778056000016,4712.744732000016
4695.7114080000165,4729.778056000016,4712.744732000016
4685.911408000017,4729.778056000016,4707.844732000016
4685.911408000017,4729.778056000016,4707.844732000016
4685.911408000017,4722.400272000016,4704.155840000017
4685.911408000017,4722.400272000016,4704.155840000017
4681.866960000017,4722.400272000016,4702.133616000016
4681.866960000017,4722.400272000016,4702.133616000016
4675.200288000016,4722.400272000016,4698.800280000016
4675.200288000016,4722.400272000016,4698.800280000016
4675.200288000016,4722.400272000016,4698.800280000016
4675.200288000016,4722.400272000016,4698.800280000016
4669.311400000017,4722.400272000016,4695.855836000017
4666.3558480000165,4722.400272000016,4694.378060000016
4652.000312000017,4722.400272000016,4687.200292000017
4651.800312000018,4722.400272000016,4687.100292000017
4646.289200000017,4722.400272000016,4684.344736000017
4646.289200000017,4695.066928000016,4670.678064000016
4646.289200000017,4695.066928000016,4670.678064000016
4640.022536000018,4695.066928000016,4667.544732000017
4640.022536000018,4695.066928000016,4667.544732000017
4640.022536000018,4695.066928000016,4667.544732000017
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4688.4891520000165,4664.2558440000175
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.9113600000155,4658.966948000017
4640.022536000018,4677.489136000016,4658.755836000017
4640.022536000018,4677.489136000016,4658.755836000017
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4635.244752000017,4677.489136000016,4656.366944000016
4633.178048000016,4677.489136000016,4655.333592000015
4633.178048000016,4677.489136000016,4655.333592000015
4633.178048000016,4677.489136000016,4655.333592000015
4633.178048000016,4677.489136000016,4655.333592000015
4633.178048000016,4677.489136000016,4655.333592000015
4627.511384000016,4677.489136000016,4652.500260000015
4627.511384000016,4677.489136000016,4652.500260000015
4627.511384000016,4677.489136000016,4652.500260000015
4627.511384000016,4677.489136000016,4652.500260000015
4627.511384000016,4677.489136000016,4652.500260000015
4627.511384000016,4677.489136000016,4652.500260000015
4613.578056000016,4677.489136000016,4645.533596000016
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4594.733616000016,4677.489136000016,4636.111376000015
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4677.489136000016,4619.533592000016
4561.578048000017,4662.555800000015,4612.066924000015
4561.578048000017,4662.555800000015,4612.066924000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4558.822480000016,4662.555800000015,4610.689140000015
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4662.555800000015,4602.989136000016
4543.422472000017,4643.600232000014,4593.511352000016
4543.422472000017,4640.066888000014,4591.744680000015
4543.422472000017,4640.066888000014,4591.744680000015
4543.422472000017,4637.111336000014,4590.266904000015
4543.422472000017,4637.111336000014,4590.266904000015
4543.422472000017,4637.111336000014,4590.266904000015
4543.200248000016,4637.111336000014,4590.155792000014
4543.200248000016,4637.111336000014,4590.155792000014
4526.666896000015,4637.111336000014,4581.889116000015
4526.666896000015,4637.111336000014,4581.889116000015
4526.666896000015,4637.111336000014,4581.889116000015
4526.666896000015,4637.111336000014,4581.889116000015
4526.666896000015,4634.444656000013,4580.555776000014
4526.666896000015,4634.444656000013,4580.555776000014
4526.666896000015,4634.444656000013,4580.555776000014
4526.666896000015,4626.466880000014,4576.566888000014
4526.666896000015,4626.466880000014,4576.566888000014
4510.311336000014,4626.466880000014,4568.389108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4626.466880000014,4566.089108000014
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4611.911320000013,4558.811328000013
4505.711336000014,4599.1780000000135,4552.444668000014
4488.4002320000145,4599.1780000000135,4543.7891160000145
4488.4002320000145,4599.1780000000135,4543.7891160000145
4488.4002320000145,4599.1780000000135,4543.7891160000145
4480.155792000014,4599.1780000000135,4539.666896000013
4480.155792000014,4599.1780000000135,4539.666896000013
4480.155792000014,4594.111344000014,4537.133568000014
4480.155792000014,4594.111344000014,4537.133568000014
4480.155792000014,4593.266904000015,4536.711348000014
4476.422456000014,4588.333568000014,4532.378012000014
4476.422456000014,4588.333568000014,4532.378012000014
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4588.333568000014,4532.2891160000145
4476.244664000014,4561.378000000014,4518.811332000014
4476.244664000014,4559.444672000012,4517.844668000013
4476.244664000014,4559.444672000012,4517.844668000013
4476.244664000014,4559.444672000012,4517.844668000013
4476.244664000014,4559.444672000012,4517.844668000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4476.244664000014,4528.400240000012,4502.322452000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4471.266880000014,4528.400240000012,4499.833560000013
4464.711312000014,4528.400240000012,4496.555776000013
4464.711312000014,4528.400240000012,4496.555776000013
4464.711312000014,4528.400240000012,4496.555776000013
4464.711312000014,4528.400240000012,4496.555776000013
4464.711312000014,4528.400240000012,4496.555776000013
4462.266888000014,4528.400240000012,4495.333564000013
4462.266888000014,4528.400240000012,4495.333564000013
4462.266888000014,4528.400240000012,4495.333564000013
4462.266888000014,4528.400240000012,4495.333564000013
4462.266888000014,4528.400240000012,4495.333564000013
4462.266888000014,4528.400240000012,4495.333564000013
4458.9780080000155,4528.400240000012,4493.689124000013
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4528.400240000012,4488.7891240000135
4449.178008000015,4526.111352000013,4487.644680000014
4445.822448000015,4515.733576000013,4480.778012000014
4445.822448000015,4515.733576000013,4480.778012000014
4440.733552000014,4515.733576000013,4478.233564000014
4440.733552000014,4515.733576000013,4478.233564000014
4440.733552000014,4515.733576000013,4478.233564000014
4437.955776000014,4515.733576000013,4476.844676000013
4437.955776000014,4515.733576000013,4476.844676000013
4437.955776000014,4515.733576000013,4476.844676000013
4430.844656000015,4515.733576000013,4473.2891160000145
4430.844656000015,4515.733576000013,4473.2891160000145
4430.844656000015,4515.733576000013,4473.2891160000145
4430.844656000015,4515.733576000013,4473.2891160000145
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4515.733576000013,4472.644672000014
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4512.733576000012,4471.144672000013
4429.555768000015,4508.600240000011,4469.078004000013
4429.555768000015,4508.600240000011,4469.078004000013
4429.555768000015,4508.600240000011,4469.078004000013
4429.555768000015,4508.600240000011,4469.078004000013
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4508.600240000011,4467.2446800000125
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4501.97802400001,4463.933572000013
4425.889120000014,4492.86691200001,4459.378016000012
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4477.31136000001,4451.6002400000125
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4476.02246400001,4450.955792000012
4425.889120000014,4462.333568000009,4444.111344000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
4423.9113600000155,4459.533568000009,4441.722464000012
