../results/wi29_swap-1-01.csv,../results/wi29_swap-1-02.csv,avg
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36510.377960000005,36558.26683200001
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36606.155704000004,36504.266840000004,36555.211272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36504.266840000004,36494.011272
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
36483.755704,36456.666824,36470.211264
