../results/qa194_exp_rank_swap3-01.csv,../results/qa194_exp_rank_swap3-02.csv,avg
4660.933608000014,4697.55579200001,4679.244700000012
4660.933608000014,4697.55579200001,4679.244700000012
4660.933608000014,4697.55579200001,4679.244700000012
4660.933608000014,4697.55579200001,4679.244700000012
4623.133616000015,4697.55579200001,4660.344704000012
4623.133616000015,4697.55579200001,4660.344704000012
4623.133616000015,4697.55579200001,4660.344704000012
4623.133616000015,4697.55579200001,4660.344704000012
4610.822488000014,4697.55579200001,4654.189140000012
4610.578056000013,4688.711352000009,4649.644704000011
4610.578056000013,4658.422448000008,4634.500252000011
4578.933608000013,4658.422448000008,4618.678028000011
4578.933608000013,4658.422448000008,4618.678028000011
4578.933608000013,4658.422448000008,4618.678028000011
4578.933608000013,4658.422448000008,4618.678028000011
4578.933608000013,4649.733552000009,4614.333580000011
4578.933608000013,4649.733552000009,4614.333580000011
4578.933608000013,4649.733552000009,4614.333580000011
4578.933608000013,4636.222456000009,4607.57803200001
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4617.355792000009,4596.866916000012
4576.378040000013,4616.911336000009,4596.644688000011
4576.378040000013,4616.911336000009,4596.644688000011
4576.378040000013,4615.178024000009,4595.778032000011
4564.111360000013,4615.178024000009,4589.644692000011
4564.111360000013,4615.178024000009,4589.644692000011
4564.111360000013,4615.178024000009,4589.644692000011
4564.111360000013,4615.178024000009,4589.644692000011
4564.111360000013,4615.178024000009,4589.644692000011
4564.111360000013,4615.178024000009,4589.644692000011
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4615.178024000009,4589.11135600001
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4612.71136800001,4587.878028000011
4563.044688000012,4599.26692000001,4581.155804000011
4563.044688000012,4599.26692000001,4581.155804000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4599.222472000009,4581.133580000011
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4563.044688000012,4588.311368000009,4575.67802800001
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4588.311368000009,4566.911364000009
4545.5113600000095,4579.53360000001,4562.52248000001
4545.5113600000095,4579.53360000001,4562.52248000001
4545.5113600000095,4579.53360000001,4562.52248000001
4545.5113600000095,4579.53360000001,4562.52248000001
4545.5113600000095,4579.53360000001,4562.52248000001
4537.31134400001,4579.53360000001,4558.422472000009
4537.31134400001,4579.53360000001,4558.422472000009
4537.31134400001,4579.53360000001,4558.422472000009
4537.31134400001,4566.95580800001,4552.133576000009
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4537.31134400001,4565.57801600001,4551.44468000001
4536.8002400000105,4565.57801600001,4551.189128000011
4536.8002400000105,4565.57801600001,4551.189128000011
4536.8002400000105,4565.57801600001,4551.189128000011
4536.8002400000105,4565.57801600001,4551.189128000011
4536.8002400000105,4565.57801600001,4551.189128000011
4536.8002400000105,4565.57801600001,4551.189128000011
4529.44468800001,4565.57801600001,4547.51135200001
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4529.44468800001,4559.2891200000095,4544.3669040000095
4523.04468800001,4559.2891200000095,4541.16690400001
4523.04468800001,4554.0002160000095,4538.52245200001
4523.04468800001,4554.0002160000095,4538.52245200001
4522.02246400001,4554.0002160000095,4538.01134000001
4522.02246400001,4551.31133600001,4536.666900000009
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4522.02246400001,4526.0002160000095,4524.01134000001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4526.0002160000095,4522.51134400001
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4519.02247200001,4505.82244000001,4512.422456000009
4518.644704000009,4505.82244000001,4512.23357200001
4518.644704000009,4505.82244000001,4512.23357200001
4518.644704000009,4505.82244000001,4512.23357200001
4518.644704000009,4505.82244000001,4512.23357200001
4518.644704000009,4505.82244000001,4512.23357200001
4514.68914400001,4505.82244000001,4510.25579200001
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4505.82244000001,4507.1113480000095
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4508.40025600001,4504.200224000009,4506.30024000001
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4504.200224000009,4505.978024000009
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4497.53356800001,4502.64469600001
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4507.75582400001,4485.24467200001,4496.500248000009
4506.444720000011,4485.24467200001,4495.844696000011
4506.444720000011,4485.24467200001,4495.844696000011
4505.311400000011,4485.24467200001,4495.278036000011
4505.311400000011,4485.24467200001,4495.278036000011
4505.311400000011,4481.37800800001,4493.34470400001
4505.311400000011,4481.37800800001,4493.34470400001
4505.311400000011,4481.37800800001,4493.34470400001
4505.311400000011,4481.37800800001,4493.34470400001
4505.311400000011,4481.37800800001,4493.34470400001
4505.311400000011,4462.82245600001,4484.066928000011
4505.311400000011,4456.60022400001,4480.955812000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4505.089168000011,4456.60022400001,4480.844696000011
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4501.111384000011,4456.60022400001,4478.85580400001
4500.222496000011,4456.60022400001,4478.411360000011
4500.222496000011,4456.60022400001,4478.411360000011
4500.133608000011,4456.60022400001,4478.36691600001
4500.133608000011,4456.60022400001,4478.36691600001
4500.133608000011,4456.60022400001,4478.36691600001
4500.133608000011,4456.60022400001,4478.36691600001
4500.133608000011,4456.60022400001,4478.36691600001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4496.6669440000105,4456.60022400001,4476.63358400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4456.60022400001,4467.68914400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4478.77806400001,4450.978024000011,4464.87804400001
4477.244728000011,4450.978024000011,4464.111376000011
4477.244728000011,4450.978024000011,4464.111376000011
4477.244728000011,4450.978024000011,4464.111376000011
4464.489176000011,4447.244672000011,4455.866924000011
4464.489176000011,4447.244672000011,4455.866924000011
4464.489176000011,4446.333560000011,4455.411368000011
4464.489176000011,4446.333560000011,4455.411368000011
4464.489176000011,4446.333560000011,4455.411368000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4441.533552000012,4453.011364000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4464.489176000011,4429.622440000011,4447.055808000011
4457.511400000012,4429.622440000011,4443.566920000012
4450.133616000012,4424.578000000011,4437.355808000011
4450.133616000012,4424.578000000011,4437.355808000011
4443.578064000013,4424.578000000011,4434.078032000012
4443.578064000013,4424.578000000011,4434.078032000012
4443.578064000013,4424.578000000011,4434.078032000012
4443.578064000013,4421.933560000011,4432.755812000012
4443.578064000013,4421.933560000011,4432.755812000012
4443.578064000013,4421.933560000011,4432.755812000012
4443.578064000013,4421.933560000011,4432.755812000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4421.933560000011,4432.111372000012
4442.289184000012,4403.978008000011,4423.1335960000115
4442.289184000012,4403.978008000011,4423.1335960000115
4442.289184000012,4403.978008000011,4423.1335960000115
4432.022504000011,4403.978008000011,4418.000256000011
4432.022504000011,4402.911344000012,4417.466924000011
4432.022504000011,4402.911344000012,4417.466924000011
4432.022504000011,4402.911344000012,4417.466924000011
4432.022504000011,4402.911344000012,4417.466924000011
4432.022504000011,4402.911344000012,4417.466924000011
4430.933608000011,4402.911344000012,4416.922476000012
4430.933608000011,4402.911344000012,4416.922476000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4402.911344000012,4411.289136000012
4419.6669280000115,4395.000248000013,4407.333588000012
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4419.6669280000115,4387.333568000014,4403.500248000013
4416.689152000012,4387.333568000014,4402.011360000013
4416.689152000012,4387.333568000014,4402.011360000013
4416.689152000012,4387.333568000014,4402.011360000013
4416.689152000012,4387.333568000014,4402.011360000013
4415.666936000012,4387.333568000014,4401.500252000013
4415.666936000012,4387.333568000014,4401.500252000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
4396.311400000012,4387.333568000014,4391.822484000013
