../results/dj38_swap-2-01.csv,../results/dj38_swap-2-02.csv,avg
8022.889095999999,8016.089040000003,8019.489068000001
8022.889095999999,8016.089040000003,8019.489068000001
8022.889095999999,8016.089040000003,8019.489068000001
8022.889095999999,8016.089040000003,8019.489068000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7990.733559999999,8016.089040000003,8003.411300000001
7929.689112,8016.089040000003,7972.889076000001
7929.689112,8016.089040000003,7972.889076000001
7929.689112,8016.089040000003,7972.889076000001
7929.689112,7995.711256000001,7962.700184000001
7929.689112,7995.711256000001,7962.700184000001
7929.689112,7995.711256000001,7962.700184000001
7929.689112,7995.711256000001,7962.700184000001
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7988.955696000002,7945.611288
7902.266879999998,7963.755688000001,7933.011284
7889.933551999999,7963.755688000001,7926.84462
7889.933551999999,7963.755688000001,7926.84462
7889.933551999999,7963.755688000001,7926.84462
7884.400223999999,7963.755688000001,7924.077956
7884.400223999999,7963.755688000001,7924.077956
7884.400223999999,7963.755688000001,7924.077956
7884.400223999999,7963.755688000001,7924.077956
7884.400223999999,7963.755688000001,7924.077956
7884.400223999999,7962.022352000001,7923.211288
7884.400223999999,7962.022352000001,7923.211288
7884.400223999999,7962.022352000001,7923.211288
7884.400223999999,7962.022352000001,7923.211288
7884.400223999999,7962.022352000001,7923.211288
7884.400223999999,7928.444576000001,7906.4223999999995
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7828.6446799999985,7928.444576000001,7878.544628
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7928.444576000001,7864.7446199999995
7801.044663999998,7926.600128000002,7863.822396
7801.044663999998,7926.600128000002,7863.822396
7801.044663999998,7926.600128000002,7863.822396
7801.044663999998,7923.044576000002,7862.044620000001
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7923.044576000002,7856.289072
7789.533567999997,7922.844568000001,7856.189068
7789.533567999997,7922.844568000001,7856.189068
7789.533567999997,7922.844568000001,7856.189068
7789.533567999997,7922.844568000001,7856.189068
7789.533567999997,7922.844568000001,7856.189068
7774.155791999998,7922.844568000001,7848.500179999999
7724.666887999999,7922.844568000001,7823.755728
7724.666887999999,7922.844568000001,7823.755728
7724.666887999999,7922.844568000001,7823.755728
7724.666887999999,7922.844568000001,7823.755728
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7715.133551999997,7922.111248000002,7818.622399999999
7714.133543999998,7922.111248000002,7818.122396000001
7708.200215999998,7922.111248000002,7815.155732
7664.244671999998,7922.111248000002,7793.17796
7664.244671999998,7922.111248000002,7793.17796
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7919.444576000002,7791.844623999999
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7664.244671999998,7885.444584000003,7774.844628000001
7660.111328,7885.444584000003,7772.777956000002
7660.111328,7885.444584000003,7772.777956000002
7643.778008000001,7885.444584000003,7764.611296000002
7643.778008000001,7885.444584000003,7764.611296000002
7643.778008000001,7885.444584000003,7764.611296000002
7643.778008000001,7885.444584000003,7764.611296000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7876.311240000002,7760.044624000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7850.600144000004,7747.189076000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7834.466800000003,7739.122404000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7818.355688000002,7731.066848000002
7643.778008000001,7790.711256000002,7717.244632000002
7643.778008000001,7790.711256000002,7717.244632000002
7643.778008000001,7790.711256000002,7717.244632000002
7643.778008000001,7790.711256000002,7717.244632000002
7643.778008000001,7790.711256000002,7717.244632000002
7643.778008000001,7788.377920000003,7716.077964000002
7643.778008000001,7788.377920000003,7716.077964000002
7643.778008000001,7761.177936000002,7702.4779720000015
7643.778008000001,7761.177936000002,7702.4779720000015
7643.778008000001,7761.177936000002,7702.4779720000015
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7617.711328,7761.177936000002,7689.444632000001
7600.622423999998,7761.177936000002,7680.900180000001
7600.622423999998,7761.177936000002,7680.900180000001
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7747.111296000002,7673.86686
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7600.622423999998,7697.600184000002,7649.111304
7569.666856,7697.600184000002,7633.633520000001
7569.666856,7697.600184000002,7633.633520000001
7569.666856,7697.600184000002,7633.633520000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7557.68908,7697.600184000002,7627.644632000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7697.600184000002,7626.311304000001
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7647.022400000003,7601.022412
7555.022423999999,7609.600176000003,7582.311300000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7597.822408000004,7576.422416000001
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7555.022423999999,7587.555744000004,7571.289084000002
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7587.555744000004,7565.389084000001
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7543.222423999999,7533.711304000004,7538.466864000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7533.711304000004,7528.811304000002
7523.911303999999,7508.733544000003,7516.322424000002
7523.911303999999,7508.733544000003,7516.322424000002
7523.911303999999,7508.733544000003,7516.322424000002
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7501.289087999999,7508.733544000003,7505.011316000001
7470.577983999998,7508.733544000003,7489.655764000001
