../results/wi29_mutator-002-01.csv,../results/wi29_mutator-002-02.csv,avg
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39677.422360000004,41646.800160000006,40662.111260000005
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41646.800160000006,40632.81126
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39618.822360000006,41593.889056,40606.355708
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41593.889056,40571.722368
39549.55568000001,41385.733488,40467.64458400001
39549.55568000001,41286.533480000006,40418.04458000001
39549.55568000001,41286.533480000006,40418.04458000001
39549.55568000001,41286.533480000006,40418.04458000001
39549.55568000001,41286.533480000006,40418.04458000001
39549.55568000001,41286.533480000006,40418.04458000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39549.55568000001,41229.57792,40389.56680000001
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41229.57792,40369.477912
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39509.377904,41208.68904,40359.033471999996
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39398.75567200001,41115.200128000004,40256.977900000005
39391.82233600001,41115.200128000004,40253.511232000004
39391.82233600001,41115.200128000004,40253.511232000004
39391.82233600001,41115.200128000004,40253.511232000004
39391.82233600001,41115.200128000004,40253.511232000004
39391.82233600001,41115.200128000004,40253.511232000004
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39391.82233600001,41066.222352,40229.022344000005
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39261.933448,41066.222352,40164.077900000004
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39210.80012000001,41066.222352,40138.511236000006
39053.177888000006,41066.222352,40059.70012
39053.177888000006,41066.222352,40059.70012
39053.177888000006,41066.222352,40059.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
39053.177888000006,41062.222352,40057.70012
