../results/dj38_shuffle-000-01.csv,../results/dj38_shuffle-000-02.csv,avg
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7847.400272000004,7928.755784000003,7888.0780280000035
7814.066952000005,7928.755784000003,7871.411368000004
7814.066952000005,7928.755784000003,7871.411368000004
7814.066952000005,7928.755784000003,7871.411368000004
7814.066952000005,7928.755784000003,7871.411368000004
7814.066952000005,7928.755784000003,7871.411368000004
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7913.711336000002,7863.889144000003
7814.066952000005,7895.311312000001,7854.689132000003
7814.066952000005,7895.311312000001,7854.689132000003
7814.066952000005,7895.311312000001,7854.689132000003
7814.066952000005,7895.311312000001,7854.689132000003
7784.600280000005,7891.15576,7837.878020000002
7784.600280000005,7891.15576,7837.878020000002
7784.600280000005,7889.489087999999,7837.044684000002
7784.600280000005,7889.489087999999,7837.044684000002
7784.600280000005,7889.489087999999,7837.044684000002
7784.600280000005,7889.489087999999,7837.044684000002
7784.600280000005,7889.489087999999,7837.044684000002
7773.644720000006,7889.489087999999,7831.566904000003
7773.644720000006,7889.489087999999,7831.566904000003
7773.644720000006,7889.489087999999,7831.566904000003
7773.644720000006,7889.489087999999,7831.566904000003
7773.644720000006,7883.533544000001,7828.589132000003
7773.644720000006,7883.533544000001,7828.589132000003
7773.644720000006,7883.533544000001,7828.589132000003
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7872.2446800000025,7822.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7866.2446800000025,7819.944700000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7773.644720000006,7865.422456000001,7819.533588000004
7734.844712000004,7865.422456000001,7800.133584000003
7734.844712000004,7865.422456000001,7800.133584000003
7734.844712000004,7865.422456000001,7800.133584000003
7734.844712000004,7865.422456000001,7800.133584000003
7734.844712000004,7865.422456000001,7800.133584000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7865.422456000001,7790.933580000003
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7716.444704000003,7855.355776,7785.900240000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7708.600264000004,7855.355776,7781.978020000002
7703.844696000004,7855.355776,7779.600236000002
7703.844696000004,7855.355776,7779.600236000002
7703.844696000004,7855.355776,7779.600236000002
7703.844696000004,7855.355776,7779.600236000002
7703.844696000004,7855.355776,7779.600236000002
7703.844696000004,7855.355776,7779.600236000002
7678.089152000004,7855.355776,7766.722464000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7855.355776,7762.622456000002
7669.889136000003,7815.1557680000005,7742.522452000002
7669.889136000003,7815.1557680000005,7742.522452000002
7669.889136000003,7815.1557680000005,7742.522452000002
7669.889136000003,7815.1557680000005,7742.522452000002
7669.889136000003,7786.800216,7728.3446760000015
7669.889136000003,7786.800216,7728.3446760000015
7669.889136000003,7786.800216,7728.3446760000015
7669.889136000003,7786.800216,7728.3446760000015
7663.711360000003,7786.800216,7725.255788000001
7663.711360000003,7786.800216,7725.255788000001
7663.711360000003,7786.800216,7725.255788000001
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7663.711360000003,7766.622440000001,7715.166900000002
7651.533608000003,7766.622440000001,7709.078024000002
7651.533608000003,7766.622440000001,7709.078024000002
7651.533608000003,7766.622440000001,7709.078024000002
7651.533608000003,7766.622440000001,7709.078024000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7766.622440000001,7703.689140000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7640.755840000003,7732.889104000001,7686.822472000002
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7732.889104000001,7677.500240000001
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7701.911336000002,7662.011356000003
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7685.689104000001,7653.900240000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7622.111376000003,7682.55576,7652.333568000002
7601.511368000002,7682.55576,7642.033564000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7675.977975999999,7638.744672000001
7601.511368000002,7656.333543999999,7628.922456
7601.511368000002,7656.333543999999,7628.922456
7601.511368000002,7656.333543999999,7628.922456
7601.511368000002,7656.333543999999,7628.922456
7597.222480000004,7656.333543999999,7626.778012000002
7597.222480000004,7656.333543999999,7626.778012000002
7597.222480000004,7656.333543999999,7626.778012000002
7597.222480000004,7656.333543999999,7626.778012000002
7597.222480000004,7656.333543999999,7626.778012000002
7597.222480000004,7656.333543999999,7626.778012000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7596.666928000003,7656.333543999999,7626.500236000002
7590.933600000001,7656.333543999999,7623.633572000001
7590.933600000001,7656.333543999999,7623.633572000001
7590.933600000001,7656.333543999999,7623.633572000001
7590.933600000001,7656.333543999999,7623.633572000001
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7590.933600000001,7652.666888,7621.800244
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7565.511392000002,7652.666888,7609.089140000001
7538.978056000001,7652.666888,7595.822472
