../results/dj38_exp_rank_mutator000-01.csv,../results/dj38_exp_rank_mutator000-02.csv,avg
8185.155728000004,8188.6446240000005,8186.900176000003
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8183.444624000001,8184.3001760000025
8185.155728000004,8176.800184000001,8180.977956000002
8185.155728000004,8176.800184000001,8180.977956000002
8185.155728000004,8176.800184000001,8180.977956000002
8185.155728000004,8176.800184000001,8180.977956000002
8185.155728000004,8176.800184000001,8180.977956000002
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8176.800184000001,8177.555740000003
8178.311296000005,8174.622391999999,8176.466844000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8174.622391999999,8172.211296000002
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8169.800200000005,8172.533488,8171.166844000003
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8167.777976000004,8172.533488,8170.155732000002
8150.311288000003,8172.533488,8161.422388000001
8150.311288000003,8172.533488,8161.422388000001
8150.311288000003,8172.533488,8161.422388000001
8147.977960000003,8172.533488,8160.2557240000015
8147.977960000003,8108.355711999999,8128.166836
8147.977960000003,8080.555736,8114.266848000001
8137.622424000004,8080.555736,8109.089080000002
8137.622424000004,8080.555736,8109.089080000002
8137.622424000004,8080.555736,8109.089080000002
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8033.000184,8085.311304000003
8137.622424000004,8029.622424000001,8083.622424000003
8137.622424000004,8029.622424000001,8083.622424000003
8137.622424000004,8029.622424000001,8083.622424000003
8137.622424000004,8029.622424000001,8083.622424000003
8137.622424000004,8028.555752000001,8083.089088000002
8106.8890880000035,8028.555752000001,8067.722420000002
8106.8890880000035,8028.555752000001,8067.722420000002
8106.8890880000035,8028.555752000001,8067.722420000002
8106.8890880000035,8028.555752000001,8067.722420000002
8106.8890880000035,8028.555752000001,8067.722420000002
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8024.666864000002,8065.777976000003
8106.8890880000035,8009.333528,8058.111308000001
8106.8890880000035,8009.333528,8058.111308000001
8106.8890880000035,8009.333528,8058.111308000001
8106.8890880000035,8009.333528,8058.111308000001
8106.8890880000035,8009.333528,8058.111308000001
8096.044640000004,8009.333528,8052.6890840000015
8096.044640000004,8009.333528,8052.6890840000015
8096.044640000004,8009.333528,8052.6890840000015
8075.911312000004,8009.333528,8042.6224200000015
8075.911312000004,8009.333528,8042.6224200000015
8073.711312000004,8009.333528,8041.522420000002
8073.711312000004,8009.333528,8041.522420000002
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,8009.333528,8025.989096000001
8042.644664000003,7960.133519999999,8001.389092000001
8042.644664000003,7960.133519999999,8001.389092000001
8042.644664000003,7960.133519999999,8001.389092000001
8042.644664000003,7960.133519999999,8001.389092000001
8042.644664000003,7960.133519999999,8001.389092000001
8035.133552000003,7960.133519999999,7997.633536000001
8035.133552000003,7960.133519999999,7997.633536000001
8035.133552000003,7960.133519999999,7997.633536000001
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7952.177976000002,7993.655764000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8035.133552000003,7943.6668640000025,7989.400208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
8031.733552000003,7943.6668640000025,7987.700208000003
7978.933560000001,7932.577968000001,7955.755764000001
7978.933560000001,7932.577968000001,7955.755764000001
7978.933560000001,7928.155752000003,7953.544656000002
7974.066880000003,7928.155752000003,7951.111316000003
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7951.8224400000045,7928.155752000003,7939.989096000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7928.155752000003,7926.177984000004
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7924.200216000003,7925.289088000003,7924.744652000003
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7910.066880000003,7925.289088000003,7917.677984000004
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7925.289088000003,7914.466872000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.644656000002,7918.800200000003,7911.222428000003
7903.133576000002,7918.800200000003,7910.966888000003
7903.133576000002,7918.800200000003,7910.966888000003
7903.133576000002,7918.800200000003,7910.966888000003
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7893.0891360000005,7918.800200000003,7905.944668000002
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7918.800200000003,7899.3224560000035
7879.844712000003,7901.244648000004,7890.544680000004
7879.844712000003,7901.244648000004,7890.544680000004
7879.844712000003,7901.244648000004,7890.544680000004
7879.844712000003,7901.244648000004,7890.544680000004
7879.844712000003,7901.244648000004,7890.544680000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7879.844712000003,7871.1113280000045,7875.478020000004
7862.555816000002,7838.755752000003,7850.655784000002
7862.555816000002,7800.289088000003,7831.4224520000025
7862.555816000002,7800.289088000003,7831.4224520000025
7862.555816000002,7800.289088000003,7831.4224520000025
7862.555816000002,7800.289088000003,7831.4224520000025
7862.555816000002,7800.289088000003,7831.4224520000025
7855.422480000001,7800.289088000003,7827.855784000002
7855.422480000001,7800.289088000003,7827.855784000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7798.600184000002,7827.011332000002
7855.422480000001,7780.977968000001,7818.200224000001
7855.422480000001,7780.977968000001,7818.200224000001
7855.422480000001,7780.977968000001,7818.200224000001
7855.422480000001,7770.933520000002,7813.178000000002
7855.422480000001,7760.289080000001,7807.855780000002
7855.422480000001,7760.289080000001,7807.855780000002
7855.422480000001,7760.289080000001,7807.855780000002
7855.422480000001,7760.289080000001,7807.855780000002
7854.000256,7757.622416000002,7805.811336000001
7854.000256,7757.622416000002,7805.811336000001
7854.000256,7757.622416000002,7805.811336000001
7854.000256,7756.466856000002,7805.233556000001
7854.000256,7756.466856000002,7805.233556000001
7854.000256,7756.466856000002,7805.233556000001
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7854.000256,7756.2890640000005,7805.14466
7851.622472000001,7756.2890640000005,7803.955768000001
7851.222472000001,7756.2890640000005,7803.755768000001
7830.733592000003,7756.2890640000005,7793.511328000002
7813.2447040000025,7756.2890640000005,7784.7668840000015
7810.466920000003,7756.2890640000005,7783.3779920000015
7810.466920000003,7756.2890640000005,7783.3779920000015
7773.57804,7756.2890640000005,7764.933552
7755.755824000002,7756.2890640000005,7756.022444000001
7755.755824000002,7756.2890640000005,7756.022444000001
7755.755824000002,7756.2890640000005,7756.022444000001
7755.755824000002,7756.2890640000005,7756.022444000001
