../results/wi29_exp_rank_mutator001-01.csv,../results/wi29_exp_rank_mutator001-02.csv,avg
44486.75569600001,44496.889104,44491.822400000005
44384.155688000006,44496.889104,44440.522396
44347.489032000005,44496.889104,44422.18906800001
44347.489032000005,44496.889104,44422.18906800001
44347.489032000005,44496.889104,44422.18906800001
44347.489032000005,44285.86688000001,44316.67795600001
44347.489032000005,44285.86688000001,44316.67795600001
44291.289024,44285.86688000001,44288.57795200001
44288.689032,44285.86688000001,44287.277956000005
44288.689032,44285.86688000001,44287.277956000005
44179.577895999995,44276.42243200001,44228.000164
44179.577895999995,44276.42243200001,44228.000164
44179.577895999995,44276.42243200001,44228.000164
44132.977904,44112.889104,44122.933504
44085.822352,44112.889104,44099.355728
44085.822352,44112.889104,44099.355728
44007.04457599999,44112.889104,44059.966839999994
44007.04457599999,44112.889104,44059.966839999994
44007.04457599999,44112.889104,44059.966839999994
43905.55568800001,44112.889104,44009.222396000005
43788.222352,44112.889104,43950.555728
43788.222352,44112.889104,43950.555728
43788.222352,44112.889104,43950.555728
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43681.155696,44067.377992,43874.266844
43646.977912,44067.377992,43857.177952
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44067.377992,43817.877951999995
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43568.377911999996,44006.08909600001,43787.233504
43563.577904000005,44006.08909600001,43784.83350000001
43563.577904000005,43780.31132,43671.94461200001
43563.577904000005,43780.31132,43671.94461200001
43563.577904000005,43780.31132,43671.94461200001
43563.577904000005,43780.31132,43671.94461200001
43563.577904000005,43713.577984,43638.577944000004
43563.577904000005,43699.889096000006,43631.7335
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43534.155679999996,43699.889096000006,43617.022388
43524.222352,43485.15576,43504.689056
43524.222352,43478.577992000006,43501.400172
43412.222352,43478.577992000006,43445.400172
43401.555696,43478.577992000006,43440.066844
43401.555696,43461.577992000006,43431.566844
43401.555696,43461.577992000006,43431.566844
43401.555696,43461.577992000006,43431.566844
43401.555696,43461.577992000006,43431.566844
43401.555696,43461.577992000006,43431.566844
43401.555696,43461.577992000006,43431.566844
43401.555696,43446.91132800001,43424.233512000006
43401.555696,43446.91132800001,43424.233512000006
43401.555696,43354.28909600001,43377.92239600001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43149.42243200001,43275.48906400001
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43401.555696,43118.533544,43260.04462
43337.000152,43118.533544,43227.766848
43337.000152,43118.533544,43227.766848
43337.000152,43118.533544,43227.766848
43337.000152,43118.533544,43227.766848
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43337.000152,42883.377984,43110.189068
43277.644592000004,42883.377984,43080.511288
43277.644592000004,42883.377984,43080.511288
43277.644592000004,42883.377984,43080.511288
43254.8446,42883.377984,43069.111292
43254.8446,42883.377984,43069.111292
43254.8446,42883.377984,43069.111292
43224.955712,42883.377984,43054.166848
43224.955712,42883.377984,43054.166848
43224.955712,42883.377984,43054.166848
43224.955712,42883.377984,43054.166848
43224.955712,42869.666864,43047.311288
43224.955712,42869.666864,43047.311288
43224.955712,42869.666864,43047.311288
43224.955712,42869.666864,43047.311288
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42869.666864,43036.400176
43203.13348800001,42755.51131200001,42979.322400000005
43203.13348800001,42755.51131200001,42979.322400000005
43203.13348800001,42755.51131200001,42979.322400000005
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42755.51131200001,42905.63352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42738.51131200001,42897.13352
43055.755728000004,42622.933528,42839.344628000006
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43050.333504,42622.933528,42836.633516
43045.666840000005,42622.933528,42834.30018400001
43045.666840000005,42622.933528,42834.30018400001
43045.666840000005,42622.933528,42834.30018400001
43045.666840000005,42622.933528,42834.30018400001
43045.666840000005,42622.933528,42834.30018400001
43045.666840000005,42602.866872000006,42824.266856
43045.666840000005,42593.53353600001,42819.60018800001
43045.666840000005,42593.53353600001,42819.60018800001
43045.666840000005,42553.06688000001,42799.36686000001
43045.666840000005,42553.06688000001,42799.36686000001
43045.666840000005,42553.06688000001,42799.36686000001
42887.06684000001,42553.06688000001,42720.066860000006
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42553.06688000001,42666.733528000004
42780.400175999996,42533.622448,42657.011312
42780.400175999996,42467.111328,42623.755752
42780.400175999996,42467.111328,42623.755752
42780.400175999996,42467.111328,42623.755752
42780.400175999996,42467.111328,42623.755752
42780.400175999996,42467.111328,42623.755752
42776.933504,42467.111328,42622.022416
42776.933504,42467.111328,42622.022416
42776.933504,42467.111328,42622.022416
42776.933504,42467.111328,42622.022416
42776.933504,42467.111328,42622.022416
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42776.933504,42440.42244000001,42608.677972000005
42713.977936,42413.044664,42563.5113
42677.82239200001,42373.644664,42525.733528000004
42677.82239200001,42373.644664,42525.733528000004
42677.82239200001,42373.644664,42525.733528000004
42677.82239200001,42373.644664,42525.733528000004
42677.82239200001,42373.644664,42525.733528000004
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42361.977992,42519.900192
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42677.82239200001,42311.777992,42494.80019200001
42645.2224,42311.777992,42478.500196
42645.2224,42311.777992,42478.500196
42645.2224,42261.977992,42453.600196
42645.2224,42261.977992,42453.600196
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42634.200176,42261.977992,42448.089084
42592.444632,42261.977992,42427.211312
42483.555735999995,42261.977992,42372.766864
42483.555735999995,42189.422416000016,42336.489076000005
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42189.422416000016,42321.82240800001
42454.2224,42093.88908,42274.055739999996
42454.2224,42081.82240800001,42268.022404
42454.2224,42081.82240800001,42268.022404
42454.2224,42081.82240800001,42268.022404
42454.2224,42081.82240800001,42268.022404
42454.2224,42081.82240800001,42268.022404
42454.2224,42081.82240800001,42268.022404
42454.2224,42042.57796,42248.40018
42454.2224,42042.57796,42248.40018
42454.2224,42042.57796,42248.40018
42454.2224,42042.57796,42248.40018
42454.2224,42042.57796,42248.40018
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42385.73352,42042.57796,42214.15574
42324.64464,42042.57796,42183.611300000004
42324.64464,42042.57796,42183.611300000004
42324.64464,42042.57796,42183.611300000004
42324.64464,42042.57796,42183.611300000004
42324.64464,42042.57796,42183.611300000004
42324.64464,42042.57796,42183.611300000004
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,42042.57796,42176.277968
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41980.244624000006,42145.111300000004
42309.977976,41951.244624000006,42130.611300000004
42309.977976,41951.244624000006,42130.611300000004
42309.977976,41951.244624000006,42130.611300000004
42309.977976,41945.91128800001,42127.944632000006
42296.933528,41945.91128800001,42121.422408000006
42296.933528,41940.57796,42118.755744
42296.933528,41940.57796,42118.755744
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42286.26687199999,41940.57796,42113.422416
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41940.57796,42097.500192
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42254.422424,41920.977960000004,42087.700192000004
42232.089088,41920.977960000004,42076.533524
42160.089088,41920.977960000004,42040.533524
42160.089088,41920.977960000004,42040.533524
42160.089088,41920.977960000004,42040.533524
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
42048.866864,41920.977960000004,41984.922412
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41957.777967999995,41920.977960000004,41939.377964
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41920.977960000004,41882.57796
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41844.17796,41845.511272,41844.844616
41840.37796,41845.511272,41842.944616
41840.37796,41845.511272,41842.944616
41840.37796,41845.511272,41842.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41812.37796,41845.511272,41828.944616
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41845.511272,41816.111272
41786.711272,41623.75572,41705.233496
41786.711272,41623.75572,41705.233496
41786.711272,41623.75572,41705.233496
41786.711272,41623.75572,41705.233496
41759.400184,41623.75572,41691.577952
41759.400184,41623.75572,41691.577952
41759.400184,41623.75572,41691.577952
41759.400184,41623.75572,41691.577952
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41759.400184,41613.533504000006,41686.466844
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41613.533504000006,41676.011280000006
41738.489056,41589.333504,41663.91128
41738.489056,41589.333504,41663.91128
41738.489056,41589.333504,41663.91128
41738.489056,41589.333504,41663.91128
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41738.489056,41506.666840000005,41622.577948000006
41647.200167999996,41506.666840000005,41576.933504
41647.200167999996,41506.666840000005,41576.933504
41647.200167999996,41506.666840000005,41576.933504
41647.200167999996,41506.666840000005,41576.933504
41647.200167999996,41506.666840000005,41576.933504
41518.911288,41506.666840000005,41512.789064000004
41512.577968,41506.666840000005,41509.622404
41512.577968,41506.666840000005,41509.622404
41508.511304,41506.666840000005,41507.589072
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41508.511304,41497.400176,41502.955740000005
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41492.577976,41497.400176,41494.989076
41489.355751999996,41497.400176,41493.377964
41489.355751999996,41497.400176,41493.377964
41489.355751999996,41497.400176,41493.377964
41489.355751999996,41497.400176,41493.377964
41466.755728000004,41497.400176,41482.07795200001
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41497.400176,41435.411288
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
41373.422399999996,41381.13352,41377.27796
