../results/dj38_exp_rank_swap1-01.csv,../results/dj38_exp_rank_swap1-02.csv,avg
8239.333536000002,8345.577912,8292.455724000001
8239.333536000002,8345.577912,8292.455724000001
8239.333536000002,8320.155688000003,8279.744612000002
8239.333536000002,8320.155688000003,8279.744612000002
8237.977984000003,8315.711248000001,8276.844616000002
8237.977984000003,8315.711248000001,8276.844616000002
8232.733512,8315.711248000001,8274.222380000001
8215.444640000003,8315.711248000001,8265.577944000002
8215.444640000003,8314.200136,8264.822388
8209.644664000003,8314.200136,8261.922400000001
8197.378016000004,8293.755704000001,8245.566860000003
8197.378016000004,8286.155704,8241.766860000003
8197.378016000004,8286.155704,8241.766860000003
8197.378016000004,8242.844616000002,8220.111316000002
8187.555800000003,8242.533504,8215.044652000002
8187.555800000003,8239.133504000001,8213.344652000002
8187.555800000003,8239.133504000001,8213.344652000002
8187.555800000003,8222.711272,8205.133536000001
8187.555800000003,8222.711272,8205.133536000001
8142.578016000003,8222.711272,8182.644644000002
8097.866920000003,8222.711272,8160.289096000002
8097.866920000003,8222.711272,8160.289096000002
8097.866920000003,8222.711272,8160.289096000002
8097.178024000004,8222.711272,8159.944648000002
8097.178024000004,8222.711272,8159.944648000002
8097.178024000004,8222.711272,8159.944648000002
8097.178024000004,8222.711272,8159.944648000002
8097.178024000004,8222.711272,8159.944648000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8222.711272,8157.966876000002
8093.222480000004,8213.422384,8153.322432000002
8093.111360000004,8213.422384,8153.266872000002
8093.111360000004,8212.377935999999,8152.744648000002
8078.955816000004,8212.377935999999,8145.666876000001
8078.955816000004,8212.377935999999,8145.666876000001
8078.955816000004,8212.377935999999,8145.666876000001
8048.511360000004,8212.377935999999,8130.4446480000015
8019.7558080000035,8212.377935999999,8116.066872000001
8006.000256000003,8212.377935999999,8109.189096000001
7995.333584000003,8212.377935999999,8103.85576
7983.066912000002,8212.377935999999,8097.7224240000005
7973.000256000003,8212.377935999999,8092.689096000001
7973.000256000003,8212.377935999999,8092.689096000001
7973.000256000003,8212.377935999999,8092.689096000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7964.289152000004,8212.377935999999,8088.333544000001
7947.711400000006,8212.377935999999,8080.044668000002
7947.711400000006,8212.377935999999,8080.044668000002
7947.711400000006,8212.377935999999,8080.044668000002
7935.533616000004,8212.377935999999,8073.955776000002
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7935.533616000004,8201.555720000002,8068.544668000003
7928.000272000004,8201.555720000002,8064.7779960000025
7920.666920000002,8195.844624000003,8058.255772000002
7896.022472000003,8195.844624000003,8045.933548000003
7885.111360000004,8195.844624000003,8040.477992000004
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7876.711360000004,8195.844624000003,8036.277992000003
7865.422480000004,8195.844624000003,8030.633552000003
7865.422480000004,8185.466856000005,8025.444668000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7843.000248000002,8177.889096000006,8010.444672000004
7838.511368000004,8177.889096000006,8008.200232000005
7838.511368000004,8177.889096000006,8008.200232000005
7838.511368000004,8177.889096000006,8008.200232000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8177.889096000006,8000.322452000005
7822.7558080000035,8168.644648000004,7995.700228000003
7822.7558080000035,8168.644648000004,7995.700228000003
7822.7558080000035,8168.644648000004,7995.700228000003
7822.7558080000035,8117.822432000004,7970.289120000003
7812.689160000004,8117.822432000004,7965.255796000004
7812.689160000004,8117.822432000004,7965.255796000004
7812.689160000004,8117.822432000004,7965.255796000004
7812.689160000004,8117.822432000004,7965.255796000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7800.555824000005,8117.822432000004,7959.189128000004
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7788.778040000002,8117.822432000004,7953.300236000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8117.822432000004,7947.378008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8111.622432000004,7944.278008000003
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8107.066872000005,7942.0002280000035
7776.933584000002,8098.266856000007,7937.600220000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7776.933584000002,8078.266848000007,7927.600216000004
7775.800248000002,8078.266848000007,7927.033548000005
7775.800248000002,8078.266848000007,7927.033548000005
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8077.733520000006,7926.766884000004
7775.800248000002,8075.600176000006,7925.700212000004
7775.800248000002,8039.577928000004,7907.689088000003
7775.800248000002,8039.577928000004,7907.689088000003
7775.800248000002,8027.666824000003,7901.7335360000025
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8026.422384000004,7901.111316000003
7775.800248000002,8025.577936000004,7900.689092000003
7775.800248000002,8025.577936000004,7900.689092000003
7775.800248000002,8025.577936000004,7900.689092000003
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7753.133584000003,8025.577936000004,7889.355760000004
7752.978016000003,8025.577936000004,7889.277976000003
7752.978016000003,8025.577936000004,7889.277976000003
7737.200240000002,8025.577936000004,7881.3890880000035
7737.200240000002,8025.577936000004,7881.3890880000035
7707.800232000001,8025.577936000004,7866.689084000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8025.577936000004,7865.200196000003
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8022.822392000005,7863.822424000004
7704.822456000002,8017.466824000003,7861.144640000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8014.489080000003,7859.655768000002
7704.822456000002,8009.622416000003,7857.222436000002
7704.822456000002,8009.622416000003,7857.222436000002
7704.822456000002,8009.622416000003,7857.222436000002
7704.822456000002,8009.622416000003,7857.222436000002
7704.822456000002,8009.622416000003,7857.222436000002
7704.822456000002,7981.689080000003,7843.255768000003
7704.822456000002,7981.689080000003,7843.255768000003
7704.822456000002,7981.689080000003,7843.255768000003
7704.822456000002,7981.689080000003,7843.255768000003
7704.822456000002,7981.689080000003,7843.255768000003
7704.822456000002,7981.689080000003,7843.255768000003
7695.511336000001,7981.689080000003,7838.600208000002
7695.511336000001,7981.689080000003,7838.600208000002
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7682.600224000002,7981.689080000003,7832.144652000003
7672.244672000001,7981.689080000003,7826.966876000002
7672.244672000001,7981.689080000003,7826.966876000002
7672.244672000001,7981.689080000003,7826.966876000002
7672.244672000001,7981.689080000003,7826.966876000002
7668.378008000001,7981.689080000003,7825.033544000002
7662.133568000002,7981.689080000003,7821.911324000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7645.866896000001,7981.689080000003,7813.777988000002
7641.111352000002,7981.689080000003,7811.400216000002
7641.111352000002,7981.689080000003,7811.400216000002
7641.111352000002,7981.689080000003,7811.400216000002
7641.111352000002,7981.689080000003,7811.400216000002
7641.111352000002,7981.689080000003,7811.400216000002
7641.111352000002,7974.800200000005,7807.955776000003
7641.111352000002,7969.0890800000025,7805.100216000003
7641.111352000002,7969.0890800000025,7805.100216000003
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7958.644648000002,7799.878000000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7957.822408000003,7799.466880000002
7641.111352000002,7944.266856000002,7792.689104000002
7641.111352000002,7944.266856000002,7792.689104000002
7641.111352000002,7944.266856000002,7792.689104000002
7641.111352000002,7940.533528000003,7790.822440000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7638.044672000002,7940.533528000003,7789.289100000002
7626.378000000002,7940.533528000003,7783.455764000002
7626.378000000002,7940.533528000003,7783.455764000002
