../results/qa194_swap-1-01.csv,../results/qa194_swap-1-02.csv,avg
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3917.5779680000105,3930.92240400001
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
3944.2668400000093,3906.400208000012,3925.3335240000106
