../results/qa194_mutator-002-01.csv,../results/qa194_mutator-002-02.csv,avg
4547.111312000008,4476.26681600001,4511.689064000009
4547.111312000008,4476.26681600001,4511.689064000009
4537.866864000008,4476.26681600001,4507.066840000009
4537.866864000008,4476.26681600001,4507.066840000009
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4524.400192000006,4476.26681600001,4500.333504000008
4505.489080000007,4476.26681600001,4490.8779480000085
4505.489080000007,4476.26681600001,4490.8779480000085
4505.489080000007,4476.26681600001,4490.8779480000085
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4504.777968000007,4476.26681600001,4490.522392000008
4482.9112960000075,4476.26681600001,4479.589056000009
4482.9112960000075,4476.26681600001,4479.589056000009
4482.9112960000075,4476.26681600001,4479.589056000009
4482.9112960000075,4476.26681600001,4479.589056000009
4482.9112960000075,4476.26681600001,4479.589056000009
4482.9112960000075,4469.800168000011,4476.355732000009
4482.9112960000075,4469.800168000011,4476.355732000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.955720000011,4474.933508000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4466.289056000011,4474.600176000009
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4460.644600000011,4471.77794800001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4459.200168000011,4471.05573200001
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4456.800168000011,4469.855732000009
4482.9112960000075,4452.111256000011,4467.511276000009
4482.9112960000075,4443.84459200001,4463.377944000009
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4443.84459200001,4458.266832000008
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4472.689072000007,4434.600152000011,4453.644612000009
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4467.622416000009,4434.600152000011,4451.11128400001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4434.600152000011,4445.36684000001
4456.133528000008,4430.511248000011,4443.32238800001
4456.133528000008,4430.511248000011,4443.32238800001
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4456.133528000008,4429.7779120000105,4442.955720000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4429.7779120000105,4439.689052000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4449.600192000007,4426.889016000011,4438.244604000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4426.889016000011,4436.411272000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4419.400144000011,4432.666836000009
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4418.333480000012,4432.13350400001
4445.933528000008,4412.800160000012,4429.366844000009
4445.933528000008,4412.800160000012,4429.366844000009
