../results/dj38_reverse-4-01.csv,../results/dj38_reverse-4-02.csv,avg
8243.511320000005,8448.889056000002,8346.200188000003
8243.511320000005,8448.889056000002,8346.200188000003
8243.511320000005,8448.889056000002,8346.200188000003
8243.511320000005,8448.889056000002,8346.200188000003
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8445.333504000002,8344.422412000004
8243.511320000005,8436.466832000002,8339.989076000003
8243.511320000005,8415.911288000003,8329.711304000004
8243.511320000005,8415.911288000003,8329.711304000004
8243.511320000005,8399.355720000001,8321.433520000002
8243.511320000005,8399.355720000001,8321.433520000002
8243.511320000005,8393.044608000002,8318.277964000004
8243.511320000005,8393.044608000002,8318.277964000004
8243.511320000005,8379.155720000002,8311.333520000004
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8332.466848,8287.989084000003
8243.511320000005,8311.33352,8277.422420000003
8243.511320000005,8299.289088000001,8271.400204000003
8243.511320000005,8299.289088000001,8271.400204000003
8243.511320000005,8299.289088000001,8271.400204000003
8243.511320000005,8299.289088000001,8271.400204000003
8243.511320000005,8284.222431999999,8263.866876000002
8243.511320000005,8278.422432,8260.966876000002
8237.422432000003,8278.422432,8257.922432000001
8237.422432000003,8274.089104000002,8255.755768000003
8237.422432000003,8274.089104000002,8255.755768000003
8237.422432000003,8274.089104000002,8255.755768000003
8237.422432000003,8274.089104000002,8255.755768000003
8235.377984000002,8274.089104000002,8254.733544000002
8235.377984000002,8266.200208,8250.789096
8235.377984000002,8266.200208,8250.789096
8235.377984000002,8266.200208,8250.789096
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8264.022424,8249.700204
8235.377984000002,8260.889088000002,8248.133536000001
8235.377984000002,8260.889088000002,8248.133536000001
8235.377984000002,8260.889088000002,8248.133536000001
8235.377984000002,8260.889088000002,8248.133536000001
8233.644648000005,8224.889072,8229.266860000003
8232.733536000003,8224.889072,8228.811304000003
8232.733536000003,8224.889072,8228.811304000003
8232.733536000003,8224.889072,8228.811304000003
8232.733536000003,8215.933528,8224.333532
8232.733536000003,8215.933528,8224.333532
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8213.6002,8223.166868000002
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8232.733536000003,8162.044623999998,8197.38908
8231.266872000002,8162.044623999998,8196.655748000001
8231.266872000002,8162.044623999998,8196.655748000001
8231.266872000002,8153.466839999999,8192.366856
8231.266872000002,8151.533503999999,8191.4001880000005
8231.266872000002,8151.533503999999,8191.4001880000005
8222.066888000003,8148.422391999997,8185.24464
8222.066888000003,8148.422391999997,8185.24464
8222.066888000003,8148.422391999997,8185.24464
8222.066888000003,8144.577951999998,8183.32242
8222.066888000003,8144.577951999998,8183.32242
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8144.577951999998,8175.277980000001
8205.978008000004,8136.155711999999,8171.066860000001
8205.978008000004,8109.466815999997,8157.722412000001
8205.978008000004,8109.466815999997,8157.722412000001
8205.978008000004,8099.111263999997,8152.5446360000005
8205.978008000004,8099.111263999997,8152.5446360000005
8205.978008000004,8099.111263999997,8152.5446360000005
8202.289104000003,8099.111263999997,8150.700184
8200.222440000005,8071.444583999996,8135.833512000001
8200.222440000005,8071.444583999996,8135.833512000001
8200.222440000005,8071.444583999996,8135.833512000001
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8058.044575999998,8129.133508000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8200.222440000005,8054.355695999998,8127.289068000002
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8054.355695999998,8125.044624
8195.733552000003,8038.800159999998,8117.266856
8195.733552000003,8038.800159999998,8117.266856
8195.733552000003,8038.800159999998,8117.266856
8195.733552000003,8038.800159999998,8117.266856
8195.733552000003,8038.800159999998,8117.266856
8195.733552000003,8032.777944,8114.255748000001
8195.733552000003,8032.777944,8114.255748000001
8195.733552000003,8032.777944,8114.255748000001
8195.733552000003,8032.777944,8114.255748000001
8186.755760000004,8010.111272,8098.433516000002
8186.7335360000025,8010.111272,8098.422404000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8173.111312000002,8010.111272,8091.611292000001
8164.889072000003,8003.066839999999,8083.977956000001
8164.889072000003,8003.066839999999,8083.977956000001
8164.889072000003,8003.066839999999,8083.977956000001
8164.889072000003,8003.066839999999,8083.977956000001
8164.889072000003,8003.066839999999,8083.977956000001
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7997.422408,8081.155740000002
8164.889072000003,7996.689072,8080.789072000001
8164.889072000003,7996.689072,8080.789072000001
8164.889072000003,7996.689072,8080.789072000001
8164.889072000003,7996.689072,8080.789072000001
8164.889072000003,7981.289088000001,8073.089080000002
8164.889072000003,7981.289088000001,8073.089080000002
8164.889072000003,7981.289088000001,8073.089080000002
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8164.889072000003,7971.244648000002,8068.066860000003
8156.511304000003,7971.244648000002,8063.8779760000025
8156.511304000003,7971.244648000002,8063.8779760000025
8156.511304000003,7971.244648000002,8063.8779760000025
8156.511304000003,7971.244648000002,8063.8779760000025
8156.511304000003,7971.244648000002,8063.8779760000025
8156.511304000003,7971.244648000002,8063.8779760000025
8154.422416000003,7971.244648000002,8062.833532000002
8154.422416000003,7944.155744000001,8049.289080000002
8149.044648000002,7941.666856,8045.355752000001
8149.044648000002,7941.666856,8045.355752000001
8149.044648000002,7930.244640000002,8039.644644000002
8149.044648000002,7930.244640000002,8039.644644000002
8145.4446480000015,7928.644632000001,8037.044640000002
8132.9557600000035,7928.644632000001,8030.800196000002
8132.9557600000035,7928.644632000001,8030.800196000002
8132.9557600000035,7928.644632000001,8030.800196000002
8113.222432000004,7928.644632000001,8020.933532000003
8113.222432000004,7928.644632000001,8020.933532000003
8113.222432000004,7928.644632000001,8020.933532000003
8113.222432000004,7928.644632000001,8020.933532000003
8113.222432000004,7928.644632000001,8020.933532000003
8113.222432000004,7928.644632000001,8020.933532000003
8110.089112000004,7928.644632000001,8019.366872000002
8110.089112000004,7928.644632000001,8019.366872000002
8110.089112000004,7928.644632000001,8019.366872000002
8097.000216000003,7928.644632000001,8012.822424000002
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8093.511328000004,7928.644632000001,8011.077980000003
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8070.000216000003,7928.644632000001,7999.322424000002
8063.400208000003,7928.644632000001,7996.022420000002
8063.400208000003,7928.644632000001,7996.022420000002
8063.400208000003,7928.644632000001,7996.022420000002
8058.1780160000035,7928.644632000001,7993.411324000002
8047.933576000005,7928.644632000001,7988.289104000003
8047.933576000005,7928.644632000001,7988.289104000003
8047.800232000004,7928.644632000001,7988.222432000002
8047.800232000004,7928.644632000001,7988.222432000002
8033.866896000004,7928.644632000001,7981.255764000003
8033.866896000004,7928.644632000001,7981.255764000003
8033.866896000004,7928.644632000001,7981.255764000003
8028.978016000004,7928.644632000001,7978.811324000002
8028.978016000004,7928.644632000001,7978.811324000002
8019.511344000001,7928.644632000001,7974.077988000001
8016.489112000001,7928.644632000001,7972.566872000001
8016.489112000001,7928.644632000001,7972.566872000001
8016.489112000001,7928.644632000001,7972.566872000001
8016.489112000001,7928.644632000001,7972.566872000001
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
8008.578,7928.644632000001,7968.611316
7993.6669040000015,7928.644632000001,7961.155768000001
7993.6669040000015,7923.35572,7958.5113120000005
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7923.35572,7957.122420000001
7990.889120000002,7919.911272,7955.4001960000005
7990.889120000002,7919.911272,7955.4001960000005
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7990.889120000002,7903.600159999998,7947.24464
7980.355776,7903.600159999998,7941.977967999999
7980.355776,7903.600159999998,7941.977967999999
7980.355776,7903.600159999998,7941.977967999999
7980.355776,7903.600159999998,7941.977967999999
7973.266896000002,7903.600159999998,7938.433528
7973.266896000002,7903.600159999998,7938.433528
7973.266896000002,7903.600159999998,7938.433528
7973.266896000002,7903.600159999998,7938.433528
7973.266896000002,7903.600159999998,7938.433528
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7967.555792000003,7903.600159999998,7935.5779760000005
7951.3780160000015,7903.600159999998,7927.489088
7951.3780160000015,7903.600159999998,7927.489088
7951.3780160000015,7903.600159999998,7927.489088
7947.200232000002,7903.600159999998,7925.4001960000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
7939.555792000003,7903.600159999998,7921.5779760000005
