../results/dj38_mutator-002-01.csv,../results/dj38_mutator-002-02.csv,avg
8484.555744000005,8294.177928000001,8389.366836000003
8484.555744000005,8294.177928000001,8389.366836000003
8484.555744000005,8294.177928000001,8389.366836000003
8484.555744000005,8294.177928000001,8389.366836000003
8484.555744000005,8294.177928000001,8389.366836000003
8483.711288000002,8294.177928000001,8388.944608000002
8461.089072000002,8285.911264,8373.500168000002
8461.089072000002,8285.911264,8373.500168000002
8461.089072000002,8264.200152000001,8362.644612000002
8461.089072000002,8264.200152000001,8362.644612000002
8449.866848000003,8264.200152000001,8357.033500000001
8449.866848000003,8264.200152000001,8357.033500000001
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8449.866848000003,8256.511264,8353.189056000003
8436.689064000004,8256.511264,8346.600164000003
8436.689064000004,8256.511264,8346.600164000003
8426.444616000002,8256.511264,8341.47794
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8251.289040000001,8338.866828000002
8426.444616000002,8221.689040000001,8324.066828000003
8426.444616000002,8221.689040000001,8324.066828000003
8426.444616000002,8221.689040000001,8324.066828000003
8426.444616000002,8221.689040000001,8324.066828000003
8415.377944000002,8221.689040000001,8318.533492000002
8415.377944000002,8221.689040000001,8318.533492000002
8415.377944000002,8215.889040000002,8315.633492
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8215.889040000002,8311.589040000003
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8407.289040000003,8213.755728000002,8310.522384000004
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8213.755728000002,8308.022392000003
8402.289056000003,8201.377936,8301.833496000003
8402.289056000003,8201.377936,8301.833496000003
8402.289056000003,8201.377936,8301.833496000003
8357.066848000004,8201.377936,8279.222392000003
8357.066848000004,8201.377936,8279.222392000003
8357.066848000004,8201.377936,8279.222392000003
8348.177968000005,8201.377936,8274.777952000004
8348.177968000005,8201.377936,8274.777952000004
8348.177968000005,8201.377936,8274.777952000004
8348.177968000005,8201.377936,8274.777952000004
8348.177968000005,8201.377936,8274.777952000004
8348.177968000005,8197.933488000002,8273.055728000003
8348.177968000005,8197.933488000002,8273.055728000003
8348.177968000005,8197.933488000002,8273.055728000003
8348.177968000005,8197.933488000002,8273.055728000003
8348.177968000005,8184.444600000001,8266.311284000003
8348.177968000005,8184.444600000001,8266.311284000003
8348.177968000005,8184.444600000001,8266.311284000003
8345.777968000004,8184.444600000001,8265.111284000002
8340.733536000005,8184.444600000001,8262.589068000003
8340.733536000005,8184.444600000001,8262.589068000003
8340.733536000005,8184.444600000001,8262.589068000003
8340.733536000005,8173.355696,8257.044616000003
8340.733536000005,8173.355696,8257.044616000003
8340.733536000005,8173.355696,8257.044616000003
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8336.155760000005,8173.355696,8254.755728000002
8312.377984000004,8173.355696,8242.866840000002
8312.377984000004,8173.355696,8242.866840000002
8312.377984000004,8173.355696,8242.866840000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8312.377984000004,8151.53348,8231.955732000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8151.53348,8222.533508000002
8293.533536000004,8119.822367999999,8206.677952000002
8293.533536000004,8119.822367999999,8206.677952000002
8277.489096000003,8119.822367999999,8198.655732000001
8277.489096000003,8119.822367999999,8198.655732000001
8254.377992000003,8119.822367999999,8187.100180000001
8254.377992000003,8119.822367999999,8187.100180000001
8254.377992000003,8119.822367999999,8187.100180000001
8254.377992000003,8119.822367999999,8187.100180000001
8248.066880000006,8087.311239999999,8167.689060000002
8248.066880000006,8087.311239999999,8167.689060000002
8248.066880000006,8087.311239999999,8167.689060000002
8248.066880000006,8087.311239999999,8167.689060000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8087.311239999999,8166.177948000002
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8245.044656000005,8066.8445679999995,8155.944612000003
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8066.8445679999995,8150.500164000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8035.6890079999985,8134.922384000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8025.355679999999,8129.755720000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8234.155760000003,8013.866792,8124.011276000001
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8013.866792,8119.477948000003
8225.089104000006,8002.244568,8113.666836000003
8225.089104000006,8002.244568,8113.666836000003
8225.089104000006,8002.244568,8113.666836000003
8225.089104000006,8002.244568,8113.666836000003
8225.089104000006,8002.244568,8113.666836000003
8225.089104000006,8002.244568,8113.666836000003
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8206.111328000005,8002.244568,8104.177948000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,8002.244568,8100.333496000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7966.533464,8082.477944000002
8198.422424000004,7956.200136,8077.311280000002
8198.422424000004,7956.200136,8077.311280000002
8198.422424000004,7956.200136,8077.311280000002
8198.422424000004,7956.200136,8077.311280000002
8198.422424000004,7956.200136,8077.311280000002
8198.422424000004,7956.200136,8077.311280000002
8166.489072000002,7956.200136,8061.344604000002
8166.489072000002,7956.200136,8061.344604000002
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7956.200136,8039.389052
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8122.577968000001,7955.82236,8039.200164000001
8092.311296000001,7955.82236,8024.066828000001
8092.311296000001,7955.82236,8024.066828000001
8092.311296000001,7955.82236,8024.066828000001
8092.311296000001,7955.82236,8024.066828000001
8092.311296000001,7955.82236,8024.066828000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8092.311296000001,7936.244592000002,8014.277944000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7936.244592000002,8008.077940000001
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7920.822376000002,8000.3668320000015
8079.911288,7881.044592,7980.477940000001
8079.911288,7881.044592,7980.477940000001
8079.911288,7881.044592,7980.477940000001
8079.911288,7821.733488000002,7950.8223880000005
8079.911288,7821.733488000002,7950.8223880000005
8079.911288,7821.733488000002,7950.8223880000005
8079.911288,7821.733488000002,7950.8223880000005
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7809.222368000001,7944.566828000001
8079.911288,7800.466824000002,7940.189056000001
8079.911288,7800.466824000002,7940.189056000001
8079.911288,7800.466824000002,7940.189056000001
8079.911288,7800.466824000002,7940.189056000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7800.466824000002,7930.011276000001
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7797.577936000002,7928.566832
8059.555727999999,7796.622392000002,7928.08906
8059.555727999999,7796.622392000002,7928.08906
8059.555727999999,7796.622392000002,7928.08906
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7785.244616000003,7922.4001720000015
8059.555727999999,7742.977952000003,7901.266840000001
8059.555727999999,7742.977952000003,7901.266840000001
8059.555727999999,7742.977952000003,7901.266840000001
8059.555727999999,7742.977952000003,7901.266840000001
8059.555727999999,7742.977952000003,7901.266840000001
8059.555727999999,7742.977952000003,7901.266840000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8058.7112799999995,7742.977952000003,7900.844616000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8014.777951999999,7742.977952000003,7878.877952000001
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
8011.089064,7712.911280000003,7862.000172000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
7976.955736,7712.911280000003,7844.933508000002
