../results/wi29shuffle0-01.csv,../results/wi29shuffle0-02.csv,avg
36298.822360000006,35967.66673600001,36133.244548
36298.822360000006,35967.66673600001,36133.244548
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36282.111240000006,35967.66673600001,36124.888988000006
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36229.15569600001,35967.66673600001,36098.41121600001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36202.666800000006,35967.66673600001,36085.16676800001
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35967.66673600001,36079.83344
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36192.000144000005,35924.866736,36058.43344000001
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35924.866736,36048.811216
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36172.75569600001,35860.155640000004,36016.45566800001
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
36166.800152,35860.155640000004,36013.477896000004
