../results/wi29_exp_rank_swap2-01.csv,../results/wi29_exp_rank_swap2-02.csv,avg
42650.066768000004,42437.066776,42543.566772000006
42650.066768000004,42437.066776,42543.566772000006
42505.9112,42375.31124000001,42440.611220000006
42505.9112,42375.31124000001,42440.611220000006
42505.9112,42112.77789600001,42309.34454800001
42505.9112,42112.77789600001,42309.34454800001
42378.333424000004,42112.77789600001,42245.555660000005
42378.333424000004,42010.222344,42194.277884
42335.600080000004,41900.889008,42118.244544
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41870.22233599999,42102.911208
42335.600080000004,41446.311248,41890.955664
42335.600080000004,41446.311248,41890.955664
42335.600080000004,41446.311248,41890.955664
42335.600080000004,41446.311248,41890.955664
42335.600080000004,41403.266808,41869.433444
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42308.222312000005,41403.266808,41855.74456000001
42229.266752,41403.266808,41816.266780000005
42229.266752,41403.266808,41816.266780000005
42229.266752,41403.266808,41816.266780000005
42190.000088,41403.266808,41796.633448
42190.000088,41403.266808,41796.633448
42190.000088,41403.266808,41796.633448
42146.26674400001,41403.266808,41774.766776000004
42055.600080000004,41403.266808,41729.433444
42055.600080000004,41403.266808,41729.433444
42055.600080000004,41403.266808,41729.433444
42055.600080000004,41403.266808,41729.433444
42055.600080000004,41403.266808,41729.433444
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41403.266808,41729.211220000005
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41310.533472,41682.84455200001
42055.15563200001,41304.311256,41679.733444000005
42055.15563200001,41304.311256,41679.733444000005
42055.15563200001,41304.311256,41679.733444000005
42055.15563200001,41304.311256,41679.733444000005
42042.1112,41304.311256,41673.211228
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41304.311256,41655.877892000004
42007.444528,41282.444592,41644.94456
42007.444528,41282.444592,41644.94456
42007.444528,41282.444592,41644.94456
42007.444528,41282.444592,41644.94456
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41850.622304000004,41282.444592,41566.533448
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41772.000080000005,41282.444592,41527.222336000006
41758.022304000006,41282.444592,41520.233448
41758.022304000006,41282.444592,41520.233448
41758.022304000006,41282.444592,41520.233448
41758.022304000006,41282.444592,41520.233448
41758.022304000006,41282.444592,41520.233448
41758.022304000006,41280.022368,41519.022336
41758.022304000006,41280.022368,41519.022336
41758.022304000006,41280.022368,41519.022336
41758.022304000006,41280.022368,41519.022336
41758.022304000006,41280.022368,41519.022336
41729.733408,41280.022368,41504.877888
41729.733408,41280.022368,41504.877888
41729.733408,41280.022368,41504.877888
41729.733408,41280.022368,41504.877888
41651.355632,41280.022368,41465.689
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41609.555640000006,41280.022368,41444.789004000006
41565.422320000005,41280.022368,41422.722344
41565.422320000005,41280.022368,41422.722344
41565.422320000005,41280.022368,41422.722344
41565.422320000005,41280.022368,41422.722344
41530.244536,41280.022368,41405.133451999995
41530.244536,41280.022368,41405.133451999995
41530.244536,41280.022368,41405.133451999995
41530.244536,41280.022368,41405.133451999995
41530.244536,41280.022368,41405.133451999995
41530.244536,41280.022368,41405.133451999995
41482.333416,41280.022368,41381.177892
41482.333416,41280.022368,41381.177892
41482.333416,41280.022368,41381.177892
41482.333416,41280.022368,41381.177892
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41443.577856,41272.133472,41357.855664
41318.955624,41272.133472,41295.544548000005
41318.955624,41159.377928,41239.166776
41318.955624,41147.577944,41233.266784
41318.955624,41124.777928,41221.866776
41316.75564,41124.777928,41220.76678400001
41316.75564,41124.777928,41220.76678400001
41316.75564,41124.777928,41220.76678400001
41316.75564,41124.777928,41220.76678400001
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,41020.889048000005,41168.822344
41316.75564,40981.600136,41149.177888000006
41316.75564,40981.600136,41149.177888000006
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40970.866792,41143.811216
41316.75564,40969.000136,41142.877888
41211.400096000005,40969.000136,41090.20011600001
41211.400096000005,40969.000136,41090.20011600001
41211.400096000005,40862.60012,41037.00010800001
41211.400096000005,40741.533464,40976.46678
41209.755648000006,40741.533464,40975.644556
41209.755648000006,40741.533464,40975.644556
41209.755648000006,40741.533464,40975.644556
41203.444536,40737.533464,40970.489
41203.444536,40737.533464,40970.489
41203.444536,40737.533464,40970.489
41203.444536,40698.866808,40951.155672
41203.444536,40696.555688,40950.000112
41203.444536,40696.555688,40950.000112
41203.444536,40696.555688,40950.000112
41181.71120800001,40690.155696,40935.933452000005
40995.733448,40690.155696,40842.944572
40995.733448,40643.555696,40819.644572000005
40995.733448,40643.555696,40819.644572000005
40995.733448,40643.555696,40819.644572000005
40995.733448,40643.555696,40819.644572000005
40995.733448,40643.555696,40819.644572000005
40995.733448,40643.555696,40819.644572000005
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40643.555696,40796.911236
40950.266776000004,40570.889024000004,40760.577900000004
40950.266776000004,40540.22236,40745.244568
40846.26678400001,40540.22236,40693.244572
40846.26678400001,40540.22236,40693.244572
40846.26678400001,40523.733472,40685.000128
40846.26678400001,40523.733472,40685.000128
40846.26678400001,40523.733472,40685.000128
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40523.733472,40646.211248
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40768.689024,40465.222352000004,40616.955688
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40665.911248000004,40465.222352000004,40565.5668
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40465.222352000004,40546.48902400001
40627.75569600001,40426.377912,40527.066804
40627.75569600001,40203.000136,40415.377916000005
40627.75569600001,40203.000136,40415.377916000005
40627.75569600001,40203.000136,40415.377916000005
40627.75569600001,40203.000136,40415.377916000005
40627.75569600001,40203.000136,40415.377916000005
40564.68902400001,40203.000136,40383.844580000004
40564.68902400001,40203.000136,40383.844580000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40547.800136000005,40203.000136,40375.400136000004
40543.289016,40203.000136,40373.144576000006
40543.289016,40186.022368000005,40364.655692
40543.289016,40186.022368000005,40364.655692
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40536.53347200001,40157.666816000004,40347.10014400001
40498.57792000001,40157.666816000004,40328.12236800001
40498.57792000001,40157.666816000004,40328.12236800001
40498.57792000001,40115.844592,40307.21125600001
40498.57792000001,40115.844592,40307.21125600001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40498.57792000001,39963.133480000004,40230.85570000001
40428.822360000006,39963.133480000004,40195.977920000005
40428.822360000006,39963.133480000004,40195.977920000005
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40394.133480000004,39963.133480000004,40178.633480000004
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40341.155696,39963.133480000004,40152.144588
40299.555696,39963.133480000004,40131.34458800001
40198.000136,39963.133480000004,40080.566808
40198.000136,39963.133480000004,40080.566808
40198.000136,39963.133480000004,40080.566808
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40192.28903200001,39963.133480000004,40077.71125600001
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39963.133480000004,40041.400148
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
40119.666816000004,39939.955688,40029.811252
