../results/wi29_reverse-2-01.csv,../results/wi29_reverse-2-02.csv,avg
45113.35569600001,46181.40024000001,45647.377968000015
45113.35569600001,46181.40024000001,45647.377968000015
45113.35569600001,46181.40024000001,45647.377968000015
45113.35569600001,46172.55579200001,45642.955744000006
45113.35569600001,46093.044664000015,45603.200180000014
45113.35569600001,46091.71132800002,45602.533512000016
45113.35569600001,46085.82244000001,45599.589068000016
45113.35569600001,46085.82244000001,45599.589068000016
45113.35569600001,46085.82244000001,45599.589068000016
45113.35569600001,46085.82244000001,45599.589068000016
45106.200136000014,46085.82244000001,45596.01128800001
45100.86680800001,46085.82244000001,45593.34462400001
45100.86680800001,46085.82244000001,45593.34462400001
45100.86680800001,46085.82244000001,45593.34462400001
45100.86680800001,46085.82244000001,45593.34462400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,46015.46688000001,45558.16684400001
45100.86680800001,45947.88911200001,45524.37796000001
45100.86680800001,45947.88911200001,45524.37796000001
45100.86680800001,45947.88911200001,45524.37796000001
45100.86680800001,45944.40021600001,45522.633512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45823.40021600001,45462.133512000015
45100.86680800001,45812.00020800001,45456.43350800002
45086.71126400001,45812.00020800001,45449.35573600001
45086.71126400001,45779.244648000014,45432.97795600002
45086.71126400001,45732.57797600001,45409.64462000001
44929.489048,45672.22241600001,45300.85573200001
44929.489048,45672.22241600001,45300.85573200001
44929.489048,45672.22241600001,45300.85573200001
44929.489048,45672.22241600001,45300.85573200001
44929.489048,45657.289088000005,45293.389068000004
44929.489048,45657.289088000005,45293.389068000004
44929.489048,45657.289088000005,45293.389068000004
44929.489048,45657.289088000005,45293.389068000004
44772.31126400001,45657.289088000005,45214.800176000004
44772.31126400001,45657.289088000005,45214.800176000004
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45498.55575200001,45135.43350800001
44772.31126400001,45469.711304000004,45121.01128400001
44772.31126400001,45469.711304000004,45121.01128400001
44750.06682400001,45469.711304000004,45109.889064
44750.06682400001,45469.711304000004,45109.889064
44750.06682400001,45469.711304000004,45109.889064
44750.06682400001,45469.711304000004,45109.889064
44750.06682400001,45456.51131200001,45103.28906800001
44727.555704000006,45456.51131200001,45092.03350800001
44727.555704000006,45456.51131200001,45092.03350800001
44639.82236800001,45456.51131200001,45048.166840000005
44587.88904000001,45453.84465600001,45020.866848000005
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45453.84465600001,45018.477960000004
44583.11126400001,45424.666864,45003.889064
44583.11126400001,45424.666864,45003.889064
44583.11126400001,45424.666864,45003.889064
44583.11126400001,45424.666864,45003.889064
44583.11126400001,45424.666864,45003.889064
44583.11126400001,45421.75575999999,45002.433512
44583.11126400001,45394.933544,44989.022404
44583.11126400001,45394.933544,44989.022404
44583.11126400001,45394.933544,44989.022404
44583.11126400001,45394.933544,44989.022404
44583.11126400001,45394.933544,44989.022404
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45394.933544,44962.555744000005
44530.17794400001,45366.73353600001,44948.455740000005
44530.17794400001,45214.889088,44872.53351600001
44530.17794400001,45168.066872,44849.12240800001
44530.17794400001,45168.066872,44849.12240800001
44530.17794400001,45168.066872,44849.12240800001
44528.733488000005,45168.066872,44848.400180000004
44528.733488000005,45145.33353600001,44837.03351200001
44528.733488000005,45093.400208,44811.066848
44528.733488000005,45093.400208,44811.066848
44528.733488000005,45093.400208,44811.066848
44528.733488000005,45072.73352,44800.733504
44528.733488000005,45072.73352,44800.733504
44528.733488000005,44979.466864,44754.10017600001
44528.733488000005,44979.466864,44754.10017600001
44528.733488000005,44979.466864,44754.10017600001
44485.133496,44979.466864,44732.300180000006
44386.466832000006,44979.466864,44682.966848000004
44386.466832000006,44894.844639999996,44640.655736
44386.466832000006,44790.955735999996,44588.711284000005
44361.84460800001,44790.955735999996,44576.400172
44361.84460800001,44790.955735999996,44576.400172
44361.84460800001,44790.955735999996,44576.400172
44359.17794400001,44790.955735999996,44575.06684
44359.17794400001,44752.48906400001,44555.83350400001
44359.17794400001,44485.82240800001,44422.50017600001
44359.17794400001,44422.17795200001,44390.67794800001
44359.17794400001,44422.17795200001,44390.67794800001
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44419.355736,44388.733508000005
44358.111280000005,44360.933511999996,44359.522396
44358.111280000005,44325.422408000006,44341.766844000005
44345.244624000006,44325.422408000006,44335.333516000006
44270.57795200001,44325.422408000006,44298.00018
44270.57795200001,44325.422408000006,44298.00018
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44261.06683200001,44325.422408000006,44293.24462000001
44247.133512000015,44325.422408000006,44286.27796000001
44247.133512000015,44325.422408000006,44286.27796000001
44099.06684000001,44325.422408000006,44212.244624000006
44099.06684000001,44325.422408000006,44212.244624000006
44099.06684000001,44325.422408000006,44212.244624000006
44085.73350400001,44325.422408000006,44205.57795600001
44085.73350400001,44195.111295999995,44140.4224
44085.73350400001,44183.000184000004,44134.366844000004
44085.73350400001,44183.000184000004,44134.366844000004
44085.73350400001,44183.000184000004,44134.366844000004
43976.6224,44183.000184000004,44079.811292
43865.955736,44183.000184000004,44024.477960000004
43865.955736,44183.000184000004,44024.477960000004
43865.955736,44183.000184000004,44024.477960000004
43865.955736,44183.000184000004,44024.477960000004
43865.955736,44183.000184000004,44024.477960000004
43865.955736,44183.000184000004,44024.477960000004
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43782.71130400001,44183.000184000004,43982.85574400001
43730.77797600001,44176.37796,43953.577968000005
43730.77797600001,44176.37796,43953.577968000005
43644.11130400001,44176.37796,43910.244632
43644.11130400001,44147.666855999996,43895.88908000001
43644.11130400001,44126.53352,43885.32241200001
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44119.955735999996,43882.033520000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43644.11130400001,44028.444608,43836.277956000005
43581.37796800001,44028.444608,43804.911288
43562.97796800001,44028.444608,43795.711288000006
43562.97796800001,44028.444608,43795.711288000006
43562.97796800001,44028.444608,43795.711288000006
43562.97796800001,44028.444608,43795.711288000006
43562.97796800001,44014.82240800001,43788.90018800001
43562.97796800001,43862.755736,43712.86685200001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43781.15572800001,43672.06684800001
43562.97796800001,43774.400168000015,43668.68906800001
43562.97796800001,43734.06682400001,43648.52239600001
43562.97796800001,43664.40014400001,43613.689056
43562.97796800001,43612.666808,43587.822388
43562.97796800001,43595.77792,43579.37794400001
43562.97796800001,43595.77792,43579.37794400001
43562.97796800001,43595.77792,43579.37794400001
43562.97796800001,43595.77792,43579.37794400001
43562.97796800001,43595.77792,43579.37794400001
43562.97796800001,43595.77792,43579.37794400001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43547.800184000014,43595.77792,43571.78905200001
43530.00019200001,43595.77792,43562.889056
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43595.77792,43548.61127600001
43501.44463200001,43590.71124800001,43546.07794000001
43329.44463200001,43590.71124800001,43460.07794000001
43329.44463200001,43590.71124800001,43460.07794000001
43329.44463200001,43590.71124800001,43460.07794000001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43590.71124800001,43421.13349600001
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43251.555744000005,43558.089016000005,43404.822380000005
43124.489072000004,43558.089016000005,43341.289044000005
43124.489072000004,43558.089016000005,43341.289044000005
43124.489072000004,43558.089016000005,43341.289044000005
43124.489072000004,43558.089016000005,43341.289044000005
42991.622392000005,43558.089016000005,43274.855704
42991.622392000005,43558.089016000005,43274.855704
42952.955728,43558.089016000005,43255.52237200001
42903.622392000005,43558.089016000005,43230.855704
42903.622392000005,43558.089016000005,43230.855704
42903.622392000005,43558.089016000005,43230.855704
42903.622392000005,43558.089016000005,43230.855704
42903.622392000005,43558.089016000005,43230.855704
42903.622392000005,43558.089016000005,43230.855704
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43558.089016000005,43212.533476000004
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42866.977936,43514.577888,43190.777912000005
42746.51127200001,43514.577888,43130.54458
42746.51127200001,43514.577888,43130.54458
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43514.577888,43103.21124800001
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42691.84460800001,43462.777904,43077.311256
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43462.777904,42993.555696
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43421.644584,42972.989036
42524.333488000004,43400.289024,42962.311256
42524.333488000004,43400.289024,42962.311256
42524.333488000004,43394.95569600001,42959.64459200001
42524.333488000004,43394.95569600001,42959.64459200001
42524.333488000004,43394.95569600001,42959.64459200001
42524.333488000004,43193.622359999994,42858.977924
42524.333488000004,43193.622359999994,42858.977924
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
42422.289048000006,43193.622359999994,42807.955704
